Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/den-haag/3f0872db/laan-copes-van-cattenburch,"€2,750 per month",2585 EW (Archipelbuurt),113 m²,3 rooms,Upholstered,,,1900,,,Present,,,B,,,,,"Description
Charming upholstered apartment with balcony for rent in Den Haag with 2 bedrooms in the Archipelbuurt district."
https://www.pararius.com/apartment-for-rent/hardenberg/7e7d5c3b/hessenweg,"€1,500 per month",7771 CH (Heemse-Oost Heemsermars),82 m²,3 rooms,Shell,Unlimited period,,2022,1,"Lift
Shower",Present,Not present,,A+++,Present,Yes,Public,No,"Description
Lovely apartment with balcony for rent in Hardenberg with 2 bedrooms in the Heemse-Oost Heemsermars district."
https://www.pararius.com/apartment-for-rent/den-haag/9c5a86cd/hooftskade,"€1,650 per month",2526 KA (Schildersbuurt-Noord),98 m²,3 rooms,Upholstered,Unlimited period,,1867,,Cable TV,Not present,Not present,,C,Not present,Yes,Paid,No,"Description
HOOFTSKADE, CENTRE, THE HAGUE
Located in the centre of The Hague you will find this unfurnished 3-room (2 bedroom) flat with sunny roof terrace. The apartment is situated in the monument Bastion le Roi and has a beautiful courtyard where you can quietly read a book without the hustle and bustle of the city around you. Truly an oasis of peace!
If you are looking for entertainment, the city centre with all its shops, cinemas, cafes and restaurants is just around the corner. Public transport is close by and by bike, you can reach the beach in 20 minutes.
Layout:
Through the main entrance at the waterside you enter the central hall, access to a little courtyard and with the stairs to the 3rd (top) floor. Entry into hallway with access to spacious and bright living room with open kitchen. Because of the many windows and the roof light it is a very bright apartment. Kitchen with fridge and freezer combination, induction cooker, oven and dishwasher.
2 spacious bedrooms with again a lot of windows. Bathroom with bath, shower, toilet and sink. Also in the bathroom the washing machine connection with washingmachine and dryer. From the hall with an internal staircase access to spacious roof terrace (approx. 20m2).
Details:
Rent price of € 1.650,- is excl. energy costs
Available immediately
Deposit is 2 months
Delivery unfurnished
No housing permit required!!"
https://www.pararius.com/apartment-for-rent/nijmegen/2ff07208/bijleveldsingel,"€1,310 per month",6521 AT (Stadscentrum),78 m²,3 rooms,Upholstered,,,1983,1,Basement,Present,Not present,,,,,,No,"Description
With the centre at your feet, shops and eating and drinking places around the corner and all amenities within walking distance, this is the ideal place to live. And if you need to get out of the city, Central Station and the main highways are nearby.
There is a lot of daylight. The 3-room apartment is located on the first floor so with a few steps you are inside. The bike shed is located in the lower floor. The kitchen, bathroom and toilet have recently been completely modernized, there is a separate toilet and all rooms are neatly finished. In addition, the apartment has a balcony at the front with lots of sunshine and quietly situated. And also the apartment has a private parking place on a closed area at the rear of the complex.
Layout:
You enter the hallway which provides access to all rooms and a video intercom.
The bathroom with shower, sink and furniture has been recently renovated and is tiled to the ceiling.
The toilet which has also been renovated is separate from the bathroom.
From the hall you also have access to the L-shaped living room with open kitchen and with lots of daylight and an unobstructed view. The balcony is adjacent and a lovely place to sit.
The kitchen is as good as new and fully equipped: lots of storage space, an induction hob, extractor, oven, dishwasher, fridge and lots of worktop. The kitchen also has an extra storage cupboard where you have even more storage space and space for a freezer.
The 2 bedrooms are located at the rear of the apartment, the master bedroom has carpet flooring and a washbasin.
The apartment also has a private parking space on a closed area at the rear of the building.
Details:
- Available from 1-11-2024
- Available for a minimum of 12 months, thereafter indefinitely.
- Rent is: € 1120,- + € 80,- service costs+parking €185+upholstery €110,- = 1495- EXCL. advance heating costs
- The house is unfurnished, also with curtains.
- No Pets
- Deposit € 1495,-"
https://www.pararius.com/apartment-for-rent/amsterdam/2bf8b27a/ridderspoorweg,"€4,200 per month",1032 LL (Noordelijke IJ-oevers-West),178 m²,4 rooms,Furnished,Temporary rental,,2020,1,"Shower
Toilet",Present,Not present,,A+,Present,No,,No,"Description
Beautiful, spacious and bright apartment. In the heart of the Buiksloterham, the new pearl on the popular Northside of Amsterdam. We will be away from home for 6 months and are looking for trustable tenants who want to take care and enjoy our lovely apartment for this period. Feel free to drop by for a viewing, or contact us, if you have any questions.
Te apartment is especially suitable for families, but we're open to discuss different compositions.
Best regards."
https://www.pararius.com/apartment-for-rent/rotterdam/08728998/mariniersweg,,,75 m²,3 rooms,Upholstered,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/haren-gn/ea46f842/rijksstraatweg,,,28 m²,2 rooms,Upholstered,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/den-haag/2930cc0f/prinsegracht,"€2,195 per month",2512 GE (Zuidwal),99 m²,4 rooms,Furnished,Temporary rental,,1675,1,"Cable TV
Fibre-optic connection",Not present,Not present,,B,Not present,Yes,Paid,No,"Description
PRINSEGRACHT, CITY CENTER, THE HAGUE
PLEASE NOTE! AVAILABLE TILL 1ST OF JUNE, 2025!
Spacious and very luxuriously finished, furnished 4 room (3 bedrooms) flat located on the 2nd floor in a beautifully renovated National Monument. The property is in a beautiful location in the old centre of The Hague with public transport in front of the door (bus, tram, randstadrail) and at short walking distance the city centre with many shops, restaurants, cafes, museums and entertainment venues.
Details: Rijksmonument with a Lodewijk XIV frontage with cornice and door frame - Completely renovated in 2023 - Indoors completely equipped with oak wooden herringbone parquet floors - Modern sanitary ware and
tiling in bathroom and toilet - fully fitted with underfloor heating - high ceilings - kitchen with cooking island.
Layout:
Ground floor:
Entrance, Monumental interior staircase to 2nd floor.
2nd floor:
Flat entrance; Hall with doors to living room, kitchen, bedrooms, toilet, laundry room and bathroom. Spacious living room with living kitchen at the front of the house, with original sash windows and characteristic wooden rafters. Kitchen with cooking island and cabinets for built-in appliances. The cooking island is equipped with 4-burner induction hob with downdraft extractor (Bora) and dishwasher (Siemens). The cupboard wall contains plenty of storage space and a fridge (Siemens), freezer (Siemens), combi microwave/oven (AEG) and wine fridge (AEG). Engineering room for central heating boiler, and storage. Through the hall access to master bedroom approx 3.5 x 4.8m, 2nd bedroom approx 3.5 x 2.3m and 3rd bedroom/closet room approx 3.5 x 2.3m. Both bedrooms overlook the large and peaceful courtyard gardens located behind these properties. Modern luxury bathroom with walk-in shower and washbasin with double tap and illuminated mirrors. Modern separate toilet with wall closet and fountain. Separate laundry room with washing/drying combination.
Details:
Rental price € 2,195.00 excl per month
Furnished
Available from 5 November 2024 until 1 June 2025
Suitable for 1 person or a couple
Energy label B
Living area approx 99 m2
Recently installed HR glass (monumental)
Completely renovated under architecture in 2023
No housing permit required!
No pets allowed
Living and sleeping areas upgraded with wooden herringbone parquet floor
High ceilings
Excellent location in the centre of The Hague"
https://www.pararius.com/apartment-for-rent/schiedam/552a0768/nieuwe-haven,"€1,800 per month",3111 AC (Oranjekwartier),67 m²,2 rooms,Furnished,Temporary rental,,2023,1,,Not present,Not present,,A,,No,,No,"Description
Short Stay apartments available;
Nieuwe Haven 115D, Schiedam (67M2) - MAXIMUM RENT PERIOD IS SIX MONTHS!
RENTAL PRICE APARTMENT is 1800 euro all inclusive. This rental price is for a maximum period of six months.
Layout
Living area
A comfortable sitting and dining area. The style of the living area may vary slightly from one unit to another. The living area includes a sofa bed, TV, dining table with chairs, curtains etc etc.
Kitchen-
the kitchen is fully equipped including a dishwasher, fridge freezer, electric cooker, combi microwave and oven, coffee machine and kettle, in addition to pots and pans, plates, glasses and cutlery.
Washer and dryer
There is a washing machine/dryer combination in this apartment
Technology
wifi is included. A TV is also available.
smoking
all apartments are non-smoking. Smoking is only allowed in the allocated locations.
pets
Pets are not allowed.
Details:
- central location
- near train station
- available for maximum 6 months
- maximum 2 persons
- with 2-bedrooms
- available per 1 oktober 2024
- deposit 1 month"
https://www.pararius.com/apartment-for-rent/delft/5ab4f01b/kromstraat,€500 per month,2611 ER (Centrum),11 m²,4 rooms,Upholstered,,,1973,,,Not present,Present (6 m²),zonneterras,C,,Yes,Paid,No,"Description
PLEASE NOTE: 4 student rooms for rent! The rooms are offered and rented separately.
Are you interested in renting this property?
We ask you to send an email (******) to express your interest. In this email, we ask you to provide information about your current situation, such as your family, your financial situation and the reason you are looking for a new rental home.
Are you a close group of 4 students and looking for new living space? NOW FOR RENT! Four completely renovated student rooms, for rent separately. In a beautiful location in the middle of the historic center of Delft, an existing house has been completely renovated and improved. This furnished living space consists of 4 bedrooms, a shared kitchen, two shared toilets, a shared roof terrace (only in consultation with the tenant from the room with access) and a shared bathroom. The bedrooms are located on the first and second floor. Shops, restaurants and the central station are within walking distance. Also centrally located in relation to public transport and the TU campus. Available from November 1st, 2024.
Prices:
Room 1 - first floor left side roof terrace: € 433,81 per month excluding € 100,- per month for the use of G/W/E;
Room 2 - first floor right side: € 443,84 per month excluding € 100,- per month for the use of G/W/E;
Room 3 - second floor left side with loft: € 494,29 per month excluding € 100,- per month for the use of G/W/E;
Room 4 - second floor right side with loft: € 504,37 per month excluding € 100,- per month for the use of G/W/E.
Layout:
Ground floor: entrance in heated hall, stairs to floors
First floor: entrance in shared, completely new kitchen. There is a fridge and freezer as well as an induction hob, oven and extractor hood. There is sufficient storage space. On the first floor, there is also a shared toilet with washbasin. On the left side, the first bedroom (approx. 2.80 x 3.78 ) is situated with access to the shared roof terrace (approx. 1.40x4.29). The terrace is only accessible in consultation with the tenant from this first bedroom. On the right side, the second bedroom (approx.2.86x3.92) is situated with a beautiful view over, among other things, the Maria van Jessekerk.
Second floor: landing, shared bathroom (approx. 1.693x2.43), also completely new! The landlord will place a washer dryer combination here which can be shared. The modern bathroom is equipped with a fully enclosed shower cabin, towel radiator and washbasin with mirror. Separate shared toilet with washbasin.
On the left side, you will find the third bedroom (approx. 2.90x3.78) with separate sleeping area with fixed stairs. This room has a beautiful view over the Nieuwe Kerk. On the right side, the fourth bedroom (approx. 3.95 x 3.02) with searate sleeping area with fixed staircase.
Rental conditions:
Each room is suitable for maximum 1 student
1 month deposit
Rent needs to be paid in advance
There will be no explanations regarding the selecting process
Minimum 12 months contract based on target group tenancy agreement
1 month viewings rights at termination off the contract
It is not allowed to keep pets in the rental
ROZ-rental contract (******)
No smoking and no change can be made to the property (painting, drilling etc) without the written consent from the owner.
As a tenant, you must be able to show that you are sufficiently, financially stable throughout the entire length of the rental agreement.
From this offer from which no rights can be obtained, since changes are possible
Are you interested in renting this property? We ask you to send an email (******) to express your interest. In this email, we ask you to provide information about your current situation, such as your family, your financial situation and the reason you are looking for a new rental home.
We select the best three to ten candidates which we then invite for a viewing. After the viewing, you must also let us know by e-mail whether you are actually interested in renting the house. We will submit your request to the landlord. If you did not hear anything from us after 3 working days, unfortunately, you have not been selected for the viewing round.
If the owner confirms the deal we will draft a rental contract (Model Council of Immovable goods: ******) We present you a concept via email and schedule an appointment for signing the contract and also an appointment for inspection of your new home. We will inspect the place together with you and if all is well you receive the key."
https://www.pararius.com/house-for-rent/voorburg/50450be9/vijverhof,"€2,350 per month",2271 GN (Voorburg Oud noord),182 m²,7 rooms,,,,1932,,,Not present,Not present,,E,,,,No,"Description
Please find the important details regarding the rental property below:
The property is available from October 30, 2024.
The property is semi-furnished and fully furnished.
A monthly advance of €300 for gas, water, electricity, and TV/internet applies. Please note: this amount is in addition to the rent.
The service charges are €200 per month, which includes a cleaner who visits every Tuesday morning for 3 to 4 hours per week. Please note: this amount is also in addition to the rent.
The security deposit is equivalent to 2 months' rent.
The contract is for a fixed term (4 months).
Located in Voorburg, this spacious and charming family home is situated at Vijverhof 1. The Vijverhof is in a quiet, family-friendly neighborhood with plenty of greenery and nearby amenities, including:
Supermarket within walking distance
Ample playgrounds for children in the immediate vicinity
Various parks and recreational opportunities
Westfield Mall of the Netherlands is a short distance away
Easy access to the center of The Hague (10 minutes by bike or 15 minutes by public transport)
Quick access to major highways (A4 and A12)
This spacious and bright family home at Vijverhof 1, Voorburg, offers 182m² of living space spread across three floors, making it an ideal home for a family or couple looking for space and comfort.
The property features seven rooms, including four bedrooms, and outdoor areas with a large backyard and a smaller front garden.
The home is located in a quiet, family-oriented neighborhood that offers tranquility, while still being close to urban amenities. The nearby centers of Voorburg and The Hague provide a wide selection of shops, restaurants, and cultural activities."
https://www.pararius.com/house-for-rent/hilversum/d57f233b/faisantenstraat,"€2,000 per month",1211 PV (Sint Vitusbuurt),95 m²,4 rooms,Upholstered,,,1897,1,,Not present,Present (60 m²),achtertuin,C,Present,Yes,Paid,,"Description
New for rental, in a quiet and popular residential area ""Little Rome"", but within walking distance of the railway station, we offer this nice middle house.
The house dates from 1905 and has been well maintained over the years and has double glazing.
Due to its central location, this house is very attractive.
All city facilities are within easy reach, including nice restaurants, a film theater and cinema, the market and many shops, including in the Hilvertshof indoor shopping center.
Of course, schools, childcare, sports clubs and medical facilities are also nearby.
Hilversum Central Station is a very short distance from this nice house.
By car you can reach the A1, A27 or N201 highways within 10 minutes.
Amsterdam, Schiphol and Utrecht are quickly and easily accessible by both private and public transport.
Layout:
• Front garden, front door of the house with reception hall, meter cupboard and coat rack
• Toilet with fountain
• Very spacious living room that can be divided into various parts
• Beautiful and spacious kitchen/diner
• Modern kitchen with dishwasher, gas stove with double oven, fridge-freezer and extractor hood
• French doors to the sunny backyard with two different terraces
• Garden house converted into an office/men cave or studio for children
• Fixed stairs to the first floor
• Very spacious bedroom with fitted wardrobes
• Second bedroom at the back of the house, ideal for the office or children
• Separate storage space with central heating space
• Modern and luxurious bathroom with double sink, walk-in shower and fully tiled
This nice and cozy house is unfurnished and available from November 1, 2024.
Details:
Available from November 1, 2024
The rental price is exclusive of gas, water and electricity. This is mutated in its own name
Upholstered
Deposit one month's rent
Award of owner
For the selection procedure, please refer to:
******
For more information or to view this property, please contact Stam Vastgoed, ****** or ******"
https://www.pararius.com/apartment-for-rent/zoetermeer/55fd859e/blauw-roodlaan,"€2,100 per month",2718 SJ (Lansinghage c.a.),106 m²,3 rooms,Upholstered,Unlimited period,,1996,1,Bath,Not present,Not present,,A+,Not present,Yes,Public,No,"Description
Unfurnished 4-room apartment located on the 1st floor of a detached villa. Located in the Zoetermeer district of Rokkeveen and a short distance from the park, (primary) schools, district shopping centers Rokkeveen and De Vlieger, public transport, sports facilities and the railway station. Directly near roads to the highways to The Hague and Utrecht (A12 >2 min) and Amsterdam (A4 >13 min).
Layout:
Ground floor:
Shared entrance with practice space located on the ground floor. Private access with storage/wardrobe and stairs to 1st floor.
1st floor:
Access to the living room and kitchen via stairs. From the living room access to the hall / corridor with adjacent toilet, bathroom, 3 (bed) rooms and the laundry / technical room. From the living room and the master bedroom access to the roof terrace. There is also access from the hall/corridor to the loft with a loft ladder.
Particularities:
• Unfurnished 4-room apartment
• A short distance from shops, schools and public transport
• Many recreational facilities within walking distance
• Advance for G/W/E 175 per month. (total 200 advance)
Floorheating
25 Tv and internet
Excluding local charges TAX"
https://www.pararius.com/apartment-for-rent/amsterdam/28d4ad4f/herengracht,"€1,950 per month",1015 BL (Grachtengordel-West),65 m²,2 rooms,Furnished,Unlimited period,,1900,1,,Present,Not present,,A,Not present,Yes,Public,No,"Description
Luxury 1 bedroom apartment in a unique and sought-after location, located on a quiet, car-free part of the Herengracht.
Classification:
Sous:
At the front of this apartment is the kitchen with a beautiful view of the Herengracht. At the rear of the house is the living room, bedroom and bathroom. The entire apartment has wooden floors. The kitchen is state-of-the-art including all modern appliances (including oven, dishwasher, fridge and freezer)
There is a cozy light and it has a beautiful view over the canals.
The stylish bathroom has a shower, double sink and a toilet.
Location:
The apartment is extremely centrally located. In the immediate vicinity there is a variety of restaurants and other entertainment venues and you will also find a varied range of shops and boutiques on the Haarlemmerstraat and the Nine Streets. The Noordermarkt with the famous organic market is also within walking distance.
There are several schools and playgrounds in the area, but the Westerpark can also be reached in 10 minutes by bike. The accessibility is excellent with several public transport connections that stop around Central Station, including the North/South line. The Dam with the Nieuwe Kerk and the Palace on the Dam as well as the Kalverstraat are within a few minutes' walking distance."
https://www.pararius.com/apartment-for-rent/assen/a864f95f/zuiderpoort,€944 per month,9408 AA (Kloosterveste),54 m²,2 rooms,,,,2009,,,,,,,,,,,"Description
MAXX: NICE & MODERN FLAT IN A CENTRAL LOCATION IN ASSEN FOR RENT
INFORMATION
In addition to the photos, we have also made a detailed video of the living space.
INTEREST?
You can leave a reaction via the website by clicking ‘Yes I am interested’. Over the phone, we cannot process your response.
LOCATION
The flat is located in the Kloosterveen district of Assen. Various facilities, including a supermarket and gym, are just around the corner. Also, the arterial roads are nearby and by train you can be in Groningen within about 20 minutes.
SITUATION
The living space is located on the ground floor.
SURFACE
The living area is approximately 54 m2.
LAYOUT
The living space can be accessed via the central entrance. Upon entering, you enter the hall which gives access to the living room. The living room is located on a corner which allows a lot of natural daylight to enter from two sides. The living room has enough space to create a seating area as well as a dining area. There is an open kitchen with a gas cooker, extractor hood, oven, fridge and plenty of cupboard space. Next to the kitchen is a utility room with a washing machine connection and plenty of storage space. Through the hallway, the bedroom, where there is room for a double bed and wardrobe, the separate toilet and the bathroom with sink and shower can be reached. Finally, there is an external bicycle shed.
RENT & DEPOSIT
The rent for this living space is €944.32. There is a €65 service charge on top of this and €25 for the parking space. You will have to arrange the utilities yourself. The deposit is equal to one month's rent.
RENTAL ALLOWANCE
It is not possible to apply for rent allowance for this property.
AVAILABILITY & RENTAL PERIOD
The studio is available from 1 November for an indefinite period.
CANDIDATE
We are looking for neat candidates for the property. A guarantor is requested.
INTEREST?
You can leave a comment via the website by clicking ‘Yes I am interested’. The timeline determines which candidates we can invite for the first selection. By phone, we cannot consider your response.
YOUTUBE
To keep up to date with available living spaces, subscribe to our YouTube channel ****** free of charge. Turn on your notification to receive a notification when a new video is uploaded."
https://www.pararius.com/apartment-for-rent/den-haag/d45c3afc/hongarenburg,"€2,000 per month",2591 XE (Burgen en Horsten),95 m²,4 rooms,Furnished,,,1962,,"Lift
Mechanical ventilation
Toilet",Present,Not present,,C,Present,Yes,Permit,No,"Description
INTERESTED?
It is not possible to request a viewing by phone. To view this property, please fill out the 'Request Viewing' form on our website on the property's page. You can also respond via email or through digital platforms such as ****** or Pararius.
WELCOME TO THE HAGUE
Located on the 11th floor! This unique 4-room apartment of 95 m² is situated on the top, 11th floor, ensuring complete privacy and breathtaking views of the city skyline. The apartment is excellently maintained and features a spacious open living space with a cozy living room equipped with a wood stove, a modern open kitchen with all the necessary built-in appliances, and a workspace with phenomenal views. It also has two bedrooms, a modern bathroom, and a laundry room. There are two balconies where you can enjoy the view and the sun. In the basement, you will find a communal bicycle storage and a private storage area.
FULLY FURNISHED
This apartment is fully furnished with tasteful and high-quality furniture. The kitchen is fully equipped with an extensive inventory; bed linen and towels are also provided. There are 2 bicycles in the storage room that can be used. The tenant only has to bring his suitcase and can move in immediately.
DISTRICT - Mariahoeve
Located in the nice Mariahoeve district, a district in the city of The Hague that is very conveniently located. It is a quiet and safe neighborhood and that in a big city! All shops for daily shopping can be found in the Mariahoeve shopping center, just one block away. Within 5 minutes by bike you are in the middle of the Bezuidenhout district, here you will find the always cozy Theresiastraat with a variety of shops, terraces and eateries. The old center of The Hague can be reached within 10 minutes by bike or by tram 6. In the center you will find museums, theaters, cinemas, a large shopping street with countless nice shops, many restaurants and the vibrant nightlife. Conveniently located with regard to all highways.
LAYOUT
Underground floor:
Here is the communal bicycle shed for all homes and the locked storage room.
Ground floor:
Beautiful spacious entrance with all mailboxes and video intercom. Access to the elevators and the stairwell.
11th floor:
Entrance, beautiful long hall with access to all rooms.
At the end of the hall you enter the large open space with a living room surrounded by large windows where you immediately look outside and see the great skyline. 50'' flat-screen TV specially placed to enjoy from the comfortable Leolux sofa or while cooking. In the heart is a wood stove that creates a cozy atmosphere. The open layout of the space has a modern kitchen with all appliances (fridge, dishwasher, induction hob, extractor hood, oven/microwave). The office integrates seamlessly with the living room.
2 spacious bedrooms, one of which has a ceiling infrared. The bathroom is complete with bath, shower, sink, toilet, bidet and has underfloor heating with programmable thermostat. The sound system in the bathroom is a plus for wonderful relaxation. Separate storage room where the freezer, washing machine, dryer and boiler are located.
INSULATION AND HEATING
Equipped with Energy Label C. A lot of attention has been paid to the insulation of the apartment. Present are glass foam, wall insulation from the inside and new double glazing (HR++).
PARKING
In front of the complex is a closed parking lot with electronic barrier where residents and visitors can park for free. In addition, no parking permit is required in the area, which means that visitors can also park their car for free in the street.
HIGHLIGHTS
Living area approx. 95 m2
Fully furnished
2 bedrooms
1 complete bathroom with bath
1 toilet
Modern kitchen with all appliances
2 balconies
Washing machine and dryer
Spacious balcony facing south
Good location, easily accessible by car and public transport
Private storage room
Energy label C
Fully equipped with new double glazing (HR++)
Not suitable for students/house sharers
Contract for an indefinite period
No pets allowed
Smoking not allowed
Rent € 2.000,- excl. per month (incl. water)
Advance heating costs € 225,- per month
Advance electricity € 45,- per month
1 month deposit
Available from November 1, 2024"
https://www.pararius.com/apartment-for-rent/tilburg/6b145fb0/bredaseweg,"€1,586 per month",5038 NK (Sint Anna Noord),85 m²,2 rooms,Furnished,Temporary rental,,2023,1,,Not present,Not present,,,Not present,Yes,Paid,No,"Description
Available immediately, beautifully renovated apartment! (SHORT STAY)
Conditions:
- Basic rent € 1585,95 per month
- Service costs incl. furniture, gas, water, electricity, tv and internet €408,75.
- Maximum rental period****6 months****
- Deposit €2750
- Pets not allowed
- Smoking not allowed
Property:
Recently renovated and fully furnished, this 1-bedroom apartment in Tilburg offers an excellent living situation. It is move-in ready and includes everything you need, from a double bed and closets to sofas and kitchenware. The kitchen is equipped with high-quality appliances, including an induction hob, extractor hood, fridge-freezer, dishwasher and combination oven. The spacious bathroom features a walk-in shower and double sink with cabinetry. Located on the fourth floor, it offers extra privacy and tranquility.
Location:
The supermarket is around the corner and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-West exit road is just 200 meters away and the highway can be reached within a 5-minute drive.
For interest please contact Househunting Tilburg by mail/form!
Although this text has been prepared with care, no rights can be derived from this text. Grant subject to approval by landlord/owner. Lease for a definite period. General conditions of ROZ apply."
https://www.pararius.com/apartment-for-rent/utrecht/847f72bd/hekelsteeg,"€1,285 per month","3511 AK (Lange Elisabethstraat, Mariaplaats en omgeving)",51 m²,2 rooms,Upholstered,,,1910,1,"Bath
Shower
Toilet",Not present,,,D,,,,,"Description
Nice upholstered apartment for rent in Utrecht with 1 bedroom in the Lange Elisabethstraat, Mariaplaats en omgeving district."
https://www.pararius.com/apartment-for-rent/hilversum/7394bb8a/karel-doormanlaan,"€1,795 per month",1215 NX (Zeeheldenkwartier),80 m²,4 rooms,,,,1958,,,Not present,Not present,,E,Present,,,No,"Description
Apartment for rent in Hilversum with 3 bedrooms in the Zeeheldenkwartier district."
https://www.pararius.com/apartment-for-rent/utrecht/76e0512d/oudegracht,"€1,975 per month",3511 AC (Breedstraat en Plompetorengracht en omgeving),52 m²,2 rooms,Upholstered,,,1908,1,,Not present,,,A+,,,,,"Description
Nice apartment for rent in Utrecht with 1 bedroom in the Breedstraat en Plompetorengracht en omgeving district."
https://www.pararius.com/apartment-for-rent/maastricht/0742ba69/florijnruwe,"€1,159 per month",6218 CJ (Malberg),71 m²,3 rooms,Upholstered,Unlimited period,,1967,1,Shower,Present,Not present,,D,Present,Yes,Public,No,"Description
Spacious two-bedroom apartment with balcony, located on the 1st floor of a neat apartment complex, for rent from November 1, 2024.
Layout:
Ground floor: Separate storage room, approx. 4m2 with electricity. Entrance with doorbells, mailboxes and shared staircase and elevator.
First floor: Gallery with access to the apartment. Spacious living room of approximately 30m2. The balcony is accessible via the living room and is located on the south-west. Closed kitchen with, among other things, a 4-burner gas stove, extractor hood, combi oven/microwave and fridge-freezer. Adjacent is the utility room with white goods connection and central heating system. The bathroom has a sink and shower. The apartment has a separate toilet. The 2 bedrooms are also accessible through the hall.
The apartment is located in the Malberg district. Within walking distance of the bus stop, various shops and 10 minutes by bike from the city center of Maastricht. There are sufficient free parking spaces at the apartment complex.
The rent of the apartment is €1159,- incl. water, VvE and service costs. Excluding electricity and gas. The deposit is 2 months rent and the minimum rental period is 24 months.
Additional information:
- No pets
- No students and/or house sharers
- Energy label D"
https://www.pararius.com/apartment-for-rent/amsterdam/24ddb01c/oudezijds-voorburgwal,,,87 m²,4 rooms,Furnished,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/zoetermeer/55fd859e/blauw-roodlaan,"€2,100 per month",2718 SJ (Lansinghage c.a.),106 m²,3 rooms,Upholstered,Unlimited period,,1996,1,Bath,Not present,Not present,,A+,Not present,Yes,Public,No,"Description
Unfurnished 4-room apartment located on the 1st floor of a detached villa. Located in the Zoetermeer district of Rokkeveen and a short distance from the park, (primary) schools, district shopping centers Rokkeveen and De Vlieger, public transport, sports facilities and the railway station. Directly near roads to the highways to The Hague and Utrecht (A12 >2 min) and Amsterdam (A4 >13 min).
Layout:
Ground floor:
Shared entrance with practice space located on the ground floor. Private access with storage/wardrobe and stairs to 1st floor.
1st floor:
Access to the living room and kitchen via stairs. From the living room access to the hall / corridor with adjacent toilet, bathroom, 3 (bed) rooms and the laundry / technical room. From the living room and the master bedroom access to the roof terrace. There is also access from the hall/corridor to the loft with a loft ladder.
Particularities:
• Unfurnished 4-room apartment
• A short distance from shops, schools and public transport
• Many recreational facilities within walking distance
• Advance for G/W/E 175 per month. (total 200 advance)
Floorheating
25 Tv and internet
Excluding local charges TAX"
https://www.pararius.com/apartment-for-rent/amsterdam/55991d34/andreas-schelfhoutstraat,,,87 m²,4 rooms,Furnished,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/den-haag/834f23bf/van-der-hoopstraat,"€1,150 per month",2523 HE (Laakkwartier-West),66 m²,3 rooms,Upholstered,Unlimited period,,1930,,,Not present,Not present,,,Not present,No,,No,"Description
Super nice light 3 room apartment available!
Located in the green part of the Laakkwartier in The Hague.
The apartment is located in a quiet street, yet with all amenities in the immediate vicinity.
Possibly possible for home sharers.
Rental price € 1095.- excluding GWL
Double deposit."
https://www.pararius.com/apartment-for-rent/utrecht/27af5784/croeselaan,"€2,600 per month",3521 BT (Dichterswijk),103 m²,3 rooms,,,,1936,1,"Bath
Shower
Toilet",Not present,Not present,,B,,,,No,"Description
Charming apartment for rent in Utrecht with 2 bedrooms in the Dichterswijk district."
https://www.pararius.com/house-for-rent/hoofddorp/6920fc09/graan-voor-visch,"€2,000 per month",2132 WP (Hoofddorp Graan voor Visch),134 m²,4 rooms,Furnished,Temporary rental,,1972,,"Internet connection
Skylight",Not present,Present (72 m²),,C,Not present,Yes,Public,No,"Description
Temporary Living in Hoofddorp? Your Opportunity at Graan voor Visch ******!
Are you looking for a spacious and modern home for a short, but enjoyable period? This stylish 134m² property in a quiet neighborhood of Hoofddorp offers the perfect combination of comfort, space, and privacy. Ideal for those wanting to experience hassle-free living, even for a short time!
With three generous bedrooms and a stunning 72m² backyard, this is the perfect place to unwind. Whether you work from home or enjoy relaxing in the outdoors, this home has something for everyone. The diplomatic lease makes it easy: no need to register with the municipality, just effortless living for 2.5 months.
What makes this property special:
- Rental period: January 7 to March 17 (2.5 months/10 weeks)
- Diplomatic contract: No registration with the municipality required
- Living space: 134 m² – spacious rooms and ample living area
- Backyard: 72 m² – ideal for relaxation or outdoor activities
- Rent: €2,000 per month excluding G/W/L – great value for such spaciousness
- Utilities: €225 per month (with agreed consumption terms)
- No pets or smoking: Peaceful and clean living guaranteed
This property is the perfect temporary home for families or professionals seeking luxury and comfort. Interested? Contact us soon for more information or to schedule a viewing – don't miss out on this opportunity!"
