Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/hardinxveld-giessendam/9a63394f/binnendams,"€1,115 per month",,3373 AC (Giessendam Over 't Spoor),32 m²,2 rooms,,,1898,1,,,Not present,A,,,,No,"Description
123Wonen Dé Verhuurmakelaar offers: Furnished nice apartment (more pictures to follow)
For this apartment we are looking for 1 person and no couples or families. Also, the property does not lend itself to pets.
Hardinxveld-Giessendam, a nice village with a convenient location. Need to go somewhere else for work or a day out? The train station is about a 3-minute walk from here and by car you are on the A15 freeway with a good connection to Dordrecht, Rotterdam or Gorinchem.
Here is currently still working hard to get the work done by November 1 to offer a super nice and cozy 2 room apartment. No expense has been spared. Everything has been isolated, tripple glass, new central heating system, air conditioning, all walls have been tightened, new bathroom with toilet and shower.
You just have to bring your suitcase because we go for fully furnished,
As you can see on the pictures, they are not ready yet. But then you already have a small impression.
In the living room with open kitchen will be a dining table, TV, sofa (or seat).
The kitchen is equipped with a dishwasher, ceramic hob, fridge, extractor, etc.
The bathroom is fully tiled and equipped with a floating toilet, shower, sink.
Separate bedroom with bed and various storage space.
Do you want to be the first to sleep in this completely renovated apartment?! Then leave a message quickly.
All connections of GWE and even the internet are all arranged for you, so wifi available immediately.
- Ample free parking
- Central location
- Ready to move in
- Air conditioning
- Tripple glass
- All new
Rent / Term
Rent: € 1115,- per month
Service costs: € 17,50 per month
Advance payment GWE: € 95,- per month
Internet: € 55,00 per month
Advance municipal taxes: € 50,- per month
Furnished
Term: indefinite with a minimum of 12 months
Deposit: 2 months
Available: 01-11-2024
For more information or a viewing we invite you to contact:
Katinka van den Heuvel - 123Wonen Dordrecht
******"
https://www.pararius.com/apartment-for-rent/apeldoorn/fd66e17e/hoofdstraat,"€1,275 per month",,7311 JZ (Binnenstad),96 m²,3 rooms,,,2024,1,,,,A,,,,,"Description
Lovely apartment for rent in Apeldoorn in the Binnenstad district."
https://www.pararius.com/apartment-for-rent/heerlen/f6cd0132/de-heugden,"€1,015 per month",,6411 DW (Eikenderveld),75 m²,3 rooms,,,1992,1,Lift,Present,Not present,A,,Yes,,,"Description
Beautiful apartment with balcony for rent in Heerlen with 2 bedrooms in the Eikenderveld district."
https://www.pararius.com/apartment-for-rent/middelburg/bf655060/seisdam,"€1,300 per month",Excludes: Service costs,4331 NT (Stadhuis),60 m²,2 rooms,,Unlimited period,1915,1,"Shower
Toilet",Not present,Not present,,Not present,Yes,Paid,No,"Description
I"
https://www.pararius.com/room-for-rent/maastricht/a20613a4/endepolsdomein,"€1,343 per month","Includes: Electricity, Gas, Internet, Service costs, Water",6229 EM (Randwyck),78 m²,1 room,,Temporary rental,,,"Bath
Internet connection
Sewer connection
Toilet",Not present,Not present,,Not present,No,,No,"Description
Sleep, meet, study, work, exercise or catch a movie? You don't need to step outside; it’s all about being relax-Ed. With us, you'll definitely feel at home, which is why we call you -Eddy.
Renting and sharing an apartment with a friend? The fully furnished 'Duplex' apartment in the modernized campus complex The Ed has two floors with two bedrooms with double beds (140x200), including mattresses, desks with chairs, sofa, sufficient storage and wardrobes, high-speed internet and a balcony. Together you share a luxury kitchen (with built-in appliances), toilet, bathroom with bath and sink. The apartment is located on the ground floor (north and south side).
The Ed offers 182 residential units and well-thought-out study areas, a Miele laundry, a bicycle shed and social areas, including a cinema, fitness room, lounges, an inner garden and a lift. The common areas are of course cleaned. It is located in the Randwyck district within walking distance of several faculties of Maastricht University, the station and the city center.
Will you be our new -Eddy? For more information, visit www.******.
PLEASE NOTE: This 2p apartment is available for short stay rentals, ideal for a stay until 31-07-2025."
https://www.pararius.com/apartment-for-rent/groningen/66e5a761/oosterstraat,"€1,015 per month",Excludes: Service costs,9711 NP (Binnenstad-Zuid),75 m²,2 rooms,Protected townscape,,1915,,"Mechanical ventilation
Storage space
Laundry room",Not present,Not present,B,,Yes,Paid,No,"Description
SHORT
Available from November 1st: Beautiful loft apartment (approx. 75 m2) in the middle of the bustling center of Groningen. The apartment is fully furnished. This loft is located on the second floor above a restaurant in the beautiful Oosterstraat.
LOCATION
Thanks to its central location in the heart of the city, all amenities are in the immediate vicinity, including a supermarket, various restaurants, bars and many different shops.
LAYOUT
The apartment has a large bedroom (16 m2) and a large living room (approx. 37 m2) with open kitchen with dishwasher, built-in hob, extractor hood, combi oven and a refrigerator. There is also a spacious new bathroom (2018) with shower, toilet, sink and a separate room with washing machine connection.
SPECIAL FEATURES
location, location, location!;
living area approx. 75 m2;
energy label B;
bathroom recently modernized;
CV heated.
RENTAL CONDITIONS
minimum rental period 12 months;
basic rent: € 1,015;
furniture fee: € 75;
gas, water, electricity: € 145;
service costs (including TV/internet): € 65;
no student rental/no students;
deposit of 1 month's rent.
No rights can be derived from the above.
Due to the large number of requests we receive, we do not respond to every request. If you are invited for a viewing, we will contact you."
https://www.pararius.com/house-for-rent/beek-lb/75724d3f/smedestraat,"€1,250 per month",,6191 TN (Beek),108 m²,7 rooms,,,1938,,"Cable TV
Mechanical ventilation",Not present,Present,D,Present,Yes,On private land,No,"Description
Charming house with garden for rent in Beek with 3 bedrooms in the Beek district."
https://www.pararius.com/apartment-for-rent/deventer/7351f464/sint-geertruidenhof,"€1,295 per month",,7415 AA (Rollecatekwartier),79 m²,3 rooms,,,1939,1,,,Not present,A+++,,,,No,"Description
123Wonen The rental agent of Deventer offers:
Welcome to one of the most special places in Deventer: the former Geertruiden Hospital. This location breathes history! What was once a haven for healing has now been transformed into a contemporary, sustainable place to live while retaining the authentic facades and details that exude so much character and atmosphere.
Block D offers 4 luxurious, spacious rental flats, and you have the chance to become the very first resident very soon! The flats will be completed in mid-December. Welcome to the former Geertruiden Ziekenhuis!
THE APARTMENTS
Discover our 4 unique 3-room flats that will be delivered turnkey. Enjoy tightly finished walls and beautiful PVC floors, so you can enjoy your new home straight away. The properties feature a modern, fully equipped kitchen and bathroom, 2 spacious bedrooms as well as private storage and parking. Ideal for starters or small families, and you can live here indefinitely.
Our single-family homes are not only comfortable, but also sustainable with an A+++ energy label! They are completely gas-free and equipped with a heat pump and underfloor heating for a comfortable and environmentally friendly living environment. Welcome to your new, sustainable home.
LAYOUT
The flat is located on the second floor of the building. Entrance hall with modern toilet and access to all rooms. Spacious living room with lots of light through the large windows. The modern kitchen is equipped with a sink, induction hob, extractor, dishwasher, combination oven and fridge with freezer. Two spacious bedrooms and modern bathroom with walk-in shower, washbasin and design radiator.
Technical room with washer/dryer connection.
The flat has its own storage room (located in another wing of the complex) and private parking.
THE LOCATION
These flats are not only located in a unique historical building, but also in an excellent location. Here you can enjoy the perfect combination of vibrant city life and the tranquillity of nature.
Just five minutes away from the city centre, the train station, beautiful natural areas such as Buitengoed de Kolk and the new park, and the Keizerslanden shopping centre, these flats offer the best of both worlds. Discover the vibrancy of the city and the serenity of nature, all within easy reach. Welcome to the perfect location!
DETAILS
- Start date: mid-December 2024
- Minimum rental period: 12 months
- For rent indefinitely
- Rent price: € 1,295 per month
- Service costs: € 35,00 per month
- Heating costs: € 121,15 (price level 2024) per month (via Eteck: costs for source energy heating, source energy cooling and heat pump rental)
- Rent is excluding water and electricity, internet/television and municipal taxes
- Pets are not allowed
Do you find this property on a website on which we advertise?
Then take a look at our own website: ****** for our current offer!
For more information or a viewing, we warmly invite you to contact 123Wonen Deventer!"
https://www.pararius.com/apartment-for-rent/deventer/3b5d70a7/sint-geertruidenhof,"€1,295 per month",,7415 AA (Rollecatekwartier),79 m²,3 rooms,,,1939,1,,,Not present,A+++,,,,No,"Description
123Wonen The rental agent of Deventer offers:
Welcome to one of the most special places in Deventer: the former Geertruiden Hospital. This location breathes history! What was once a haven for healing has now been transformed into a contemporary, sustainable place to live while retaining the authentic facades and details that exude so much character and atmosphere.
Block D offers 4 luxurious, spacious rental flats, and you have the chance to become the very first resident very soon! The flats will be completed in mid-December. Welcome to the former Geertruiden Ziekenhuis!
THE APARTMENTS
Discover our 4 unique 3-room flats that will be delivered turnkey. Enjoy tightly finished walls and beautiful PVC floors, so you can enjoy your new home straight away. The properties feature a modern, fully equipped kitchen and bathroom, 2 spacious bedrooms as well as private storage and parking. Ideal for starters or small families, and you can live here indefinitely.
Our single-family homes are not only comfortable, but also sustainable with an A+++ energy label! They are completely gas-free and equipped with a heat pump and underfloor heating for a comfortable and environmentally friendly living environment. Welcome to your new, sustainable home.
LAYOUT
The flat is located on the second floor of the building. Entrance hall with modern toilet and access to all rooms. Spacious living room with lots of light through the large windows. The modern kitchen is equipped with a sink, induction hob, extractor, dishwasher, combination oven and fridge with freezer. Two spacious bedrooms and modern bathroom with walk-in shower, washbasin and design radiator.
Technical room with washer/dryer connection.
The flat has its own storage room (located in another wing of the complex) and private parking.
THE LOCATION
These flats are not only located in a unique historical building, but also in an excellent location. Here you can enjoy the perfect combination of vibrant city life and the tranquillity of nature.
Just five minutes away from the city centre, the train station, beautiful natural areas such as Buitengoed de Kolk and the new park, and the Keizerslanden shopping centre, these flats offer the best of both worlds. Discover the vibrancy of the city and the serenity of nature, all within easy reach. Welcome to the perfect location!
DETAILS
- Start date: mid-December 2024
- Minimum rental period: 12 months
- For rent indefinitely
- Rent price: € 1,295 per month
- Service costs: € 35,00 per month
- Heating costs: € 121,15 (price level 2024) per month (via Eteck: costs for source energy heating, source energy cooling and heat pump rental)
- Rent is excluding water and electricity, internet/television and municipal taxes
- Pets are not allowed
Do you find this property on a website on which we advertise?
Then take a look at our own website: ****** for our current offer!
For more information or a viewing, we warmly invite you to contact 123Wonen Deventer!"
https://www.pararius.com/apartment-for-rent/deventer/6b522875/sint-geertruidenhof,"€1,295 per month",,7415 AA (Rollecatekwartier),79 m²,3 rooms,,,1939,1,,,Not present,A+++,,,,No,"Description
123Wonen The rental agent of Deventer offers:
Welcome to one of the most special places in Deventer: the former Geertruiden Hospital. This location breathes history! What was once a haven for healing has now been transformed into a contemporary, sustainable place to live while retaining the authentic facades and details that exude so much character and atmosphere.
Block D offers 4 luxurious, spacious rental flats, and you have the chance to become the very first resident very soon! The flats will be completed in mid-December. Welcome to the former Geertruiden Ziekenhuis!
THE APARTMENTS
Discover our 4 unique 3-room flats that will be delivered turnkey. Enjoy tightly finished walls and beautiful PVC floors, so you can enjoy your new home straight away. The properties feature a modern, fully equipped kitchen and bathroom, 2 spacious bedrooms as well as private storage and parking. Ideal for starters or small families, and you can live here indefinitely.
Our single-family homes are not only comfortable, but also sustainable with an A+++ energy label! They are completely gas-free and equipped with a heat pump and underfloor heating for a comfortable and environmentally friendly living environment. Welcome to your new, sustainable home.
LAYOUT
The flat is located on the second floor of the building. Entrance hall with modern toilet and access to all rooms. Spacious living room with lots of light through the large windows. The modern kitchen is equipped with a sink, induction hob, extractor, dishwasher, combination oven and fridge with freezer. Two spacious bedrooms and modern bathroom with walk-in shower, washbasin and design radiator.
Technical room with washer/dryer connection.
The flat has its own storage room (located in another wing of the complex) and private parking.
THE LOCATION
These flats are not only located in a unique historical building, but also in an excellent location. Here you can enjoy the perfect combination of vibrant city life and the tranquillity of nature.
Just five minutes away from the city centre, the train station, beautiful natural areas such as Buitengoed de Kolk and the new park, and the Keizerslanden shopping centre, these flats offer the best of both worlds. Discover the vibrancy of the city and the serenity of nature, all within easy reach. Welcome to the perfect location!
DETAILS
- Start date: mid-December 2024
- Minimum rental period: 12 months
- For rent indefinitely
- Rent price: € 1,295 per month
- Service costs: € 35,00 per month
- Heating costs: € 121,15 (price level 2024) per month (via Eteck: costs for source energy heating, source energy cooling and heat pump rental)
- Rent is excluding water and electricity, internet/television and municipal taxes
- Pets are not allowed
Do you find this property on a website on which we advertise?
Then take a look at our own website: ****** for our current offer!
For more information or a viewing, we warmly invite you to contact 123Wonen Deventer!"
https://www.pararius.com/apartment-for-rent/deventer/73fed1e9/sint-geertruidenhof,"€1,295 per month",,7415 AA (Rollecatekwartier),79 m²,3 rooms,,,1939,1,,,Not present,A+++,,,,No,"Description
123Wonen The rental agent of Deventer offers:
Welcome to one of the most special places in Deventer: the former Geertruiden Hospital. This location breathes history! What was once a haven for healing has now been transformed into a contemporary, sustainable place to live while retaining the authentic facades and details that exude so much character and atmosphere.
Block D offers 4 luxurious, spacious rental flats, and you have the chance to become the very first resident very soon! The flats will be completed in mid-December. Welcome to the former Geertruiden Ziekenhuis!
THE APARTMENTS
Discover our 4 unique 3-room flats that will be delivered turnkey. Enjoy tightly finished walls and beautiful PVC floors, so you can enjoy your new home straight away. The properties feature a modern, fully equipped kitchen and bathroom, 2 spacious bedrooms as well as private storage and parking. Ideal for starters or small families, and you can live here indefinitely.
Our single-family homes are not only comfortable, but also sustainable with an A+++ energy label! They are completely gas-free and equipped with a heat pump and underfloor heating for a comfortable and environmentally friendly living environment. Welcome to your new, sustainable home.
LAYOUT
The flat is located on the second floor of the building. Entrance hall with modern toilet and access to all rooms. Spacious living room with lots of light through the large windows. The modern kitchen is equipped with a sink, induction hob, extractor, dishwasher, combination oven and fridge with freezer. Two spacious bedrooms and modern bathroom with walk-in shower, washbasin and design radiator.
Technical room with washer/dryer connection.
The flat has its own storage room (located in another wing of the complex) and private parking.
THE LOCATION
These flats are not only located in a unique historical building, but also in an excellent location. Here you can enjoy the perfect combination of vibrant city life and the tranquillity of nature.
Just five minutes away from the city centre, the train station, beautiful natural areas such as Buitengoed de Kolk and the new park, and the Keizerslanden shopping centre, these flats offer the best of both worlds. Discover the vibrancy of the city and the serenity of nature, all within easy reach. Welcome to the perfect location!
DETAILS
- Start date: mid-December 2024
- Minimum rental period: 12 months
- For rent indefinitely
- Rent price: € 1,295 per month
- Service costs: € 35,00 per month
- Heating costs: € 121,15 (price level 2024) per month (via Eteck: costs for source energy heating, source energy cooling and heat pump rental)
- Rent is excluding water and electricity, internet/television and municipal taxes
- Pets are not allowed
Do you find this property on a website on which we advertise?
Then take a look at our own website: ****** for our current offer!
For more information or a viewing, we warmly invite you to contact 123Wonen Deventer!"
https://www.pararius.com/apartment-for-rent/harderwijk/51807091/jan-luykenlaan,"€1,295 per month",,3842 LP (Stadsdennen Noord),70 m²,3 rooms,,,2022,,,,Not present,A++,,,,No,"Description
Beautiful apartment for rent in Harderwijk with 2 bedrooms in the Stadsdennen Noord district."
https://www.pararius.com/apartment-for-rent/amstelveen/27b27496/mr-g-groen-van-prinstererlaan,"€1,150 per month",Excludes: Service costs,1181 TT (Stadshart),66 m²,3 rooms,,Temporary rental,1962,1,Lift,Present,Not present,C,Present,Yes,Permit,No,"Description
Attention; target group contract!
Rotsvast Amstelveen offers for rent:
Discover the comfort of this fully furnished 3-room apartment, located in a well-maintained complex with elevator and storage. Located next to the vibrant Stadshart of Amstelveen, this property offers a perfect mix of convenience and urban lifestyle.
A stone's throw away you will find various amenities, such as shops, restaurants, a bus station and a light rail stop that leads directly to Amsterdam Center. Thanks to the proximity of highways such as the A9 and A10, you can enjoy a smooth connection to important destinations such as Schiphol and Utrecht.
Layout:
Entrance; hall with access to living room with open kitchen. Kitchen with built-in appliances. Living room also offers access to the balcony and the hallway to the other rooms. 2 spacious bedrooms. Bathroom with bath, shower, washbasin and toilet. Washing machine and dryer are located in the built-in closet.
Details:
- Fully furnished
- 2 bedrooms
- Balcony facing east
- Bathroom with bath
- Available from November 1, 2024 for max. 12 months
Please note: property only available for a maximum period of 12 months (target group contract).
Financial:
- Rent: €1,150 per month (incl. furnishings, excluding utilities)
- Advance payment for block heating: €100 per month
- Deposit: €2,300
Target groups, available if you:
are a student and temporarily rent in a different municipality than where you live for your studies;
temporarily live somewhere else due to work or renovation of your home;
can demonstrate that you come from a social shelter or are in a social emergency situation;
are given a 2nd or last chance after a previous rental contract has ended, for example due to nuisance;
are between 16 and 27 years old and take over the rental agreement from your deceased parent/guardian who rented the home; are getting divorced, demonstrably no longer live with your partner and are temporarily renting a home to live close to your child(ren);
temporarily work on one of the Wadden Islands, but normally live in a municipality on the mainland
are a status holder who comes directly from a COA reception location and is waiting for permanent housing;
If you are interested and/or would like more information, please feel free to contact our office in Amstelveen via:
T: ******
E: ******
W: ******
Our terms and conditions apply"
https://www.pararius.com/apartment-for-rent/harderwijk/409a46db/jan-luykenlaan,"€1,080 per month",,3842 LP (Stadsdennen Noord),45 m²,2 rooms,,,2021,,,,Not present,A++,,,,No,"Description
Nice apartment for rent in Harderwijk with 1 bedroom in the Stadsdennen Noord district."
https://www.pararius.com/apartment-for-rent/groningen/7eeee568/breitnerstraat,"€1,050 per month","Includes: Electricity, Gas",9718 ML (Schildersbuurt),28 m²,2 rooms,,Temporary rental,1993,1,,Not present,,A++,,,,,"Description
Comfortable apartment for rent in Groningen with 1 bedroom in the Schildersbuurt district."
https://www.pararius.com/apartment-for-rent/emmen/c41cf2eb/laan-van-de-bork,"€1,350 per month",Excludes: Service costs,7823 RB (Emmerhout),87 m²,3 rooms,,Unlimited period,1990,1,,Present,Not present,A,Present,Yes,On private land,No,"Description
UNIQUE TWO-BEDROOM APARTMENT WITH PARKING SPACE LOCATED IN A BEAUTIFUL GREEN ENVIRONMENT IN THE ERMERHOUT NEIGHBORHOOD.
LOCATION
This stunning apartment at Laan van de Bork in Emmen is situated just 2.9 km from the charming city center, offering the perfect balance between tranquility and liveliness.
SITUATION
The apartment is located on the first floor, providing a nice view and added privacy.
SIZE
With an area of approximately 87 m², this apartment offers ample space for comfort and style.
LAYOUT
Imagine a modern and comfortable apartment that serves as the ideal foundation for your new life. Upon entering, you'll be welcomed by a spacious and bright living room, where natural light creates a warm atmosphere. The open layout invites relaxation and togetherness.
The kitchen is equipped with appliances and plenty of storage space. Here, you can prepare delicious meals and enjoy cozy dinners with friends or family.
Featuring two well-sized bedrooms, this apartment provides the perfect space for a restful night's sleep or an inspiring home office. Picture starting your day on your own balcony, sipping coffee while breathing in the fresh air.
One of the great advantages of this apartment is the private parking space, so you won’t have to worry about finding a spot. Additionally, there is a convenient storage room, ideal for all your storage needs.
THE LOCATION
Laan van de Bork offers the perfect mix of tranquility and vibrancy. You'll be near various shops, cozy restaurants, and recreational opportunities. Whether you want to take a walk in nature or explore the city life, everything is within reach. Excellent public transport connections make it easy to get around.
RENT AND DEPOSIT
The basic rent is €1350,- excluding utilities. The apartment can be offered furnished at an additional cost, including advance payments for gas, water, electricity, internet, and TV. The deposit is equivalent to two months' rent.
AVAILABILITY & RENTAL PERIOD
The apartment will be available from November 1, 2024, with the possibility of an earlier move-in date upon discussion. The minimum rental period is 12 months.
INTERESTED?
You can leave a response via the website(s). The timeline will determine which candidates we can invite for the initial selection. To ensure fairness, we operate on a 'first come, first served' basis. Therefore, we only accept inquiries via email or through the application forms on the website(s).
YOUTUBE
Consider subscribing to our YouTube channel. Expat Relocation Brokers operates on a 'first come, first served' basis. It’s helpful to know that a property is added to our YouTube channel before it appears online. By subscribing and activating the notification bell, you’ll receive alerts for new listings. This can assist you in finding a home.
YouTube Channel: Expat Relocation Brokers
EXTRA
If you're having trouble finding a home, we’d be happy to assist you with a personalized search tailored to your needs and preferences. For more information, visit our website.
No rights can be derived from the information provided above."
https://www.pararius.com/apartment-for-rent/nijmegen/2623e772/berg-en-dalseweg,"€1,345 per month",Excludes: Service costs,6522 BC (Hunnerberg),55 m²,2 rooms,Monumental building,Temporary rental,1888,1,"Cable TV
Intercom
Internet connection
Shower
Toilet",Not present,Not present,A++,Not present,Yes,,No,"Description
For rent via Holland2Stay: Unique short-stay lofts in Canisiushof, Berg en Dalseweg
ABOUT THIS RESIDENCE
This loft is one of the 120 unique homes for rent at Canisiushof. Coming in through the monumental hallways, you’ll find this loft on the ground floor. Highlights of this home are the high ceiling and extra loft area, looking out over the living room. Speaking about living in a characteristic place!
The open kitchen works great for cooking up your favorite meal while staying in contact with guests in your living room. This modern and dark kitchen has a white counter to top it off. Appliances include an induction plate, fridge with small freezer compartment, dishwasher, and cooker hood. Squeeze plenty of people around the round table, designed for better use of the space.
The bedroom area is located at the upstairs mezzanine. Thanks to this second loft floor, your home has a high ceiling. The bathroom has a big shower with a glass door, a sink with a vanity, and a mirror. The beige-colored tiles give a sense of calmness.
Good to know:
Fully furnished loft (linen included)
Wood-look flooring installed
Blackout curtains to cover up the windows
Kitchen with appliances (induction, dishwasher, fridge, combi oven)
Shared laundry room
Shared laundry
Bike storage in the basement
LOCATION
Canisiushof is located at Berg en Dalseweg in the neighborhood of Hunnerberg, east of Nijmegen’s city center. This neighborhood is well-connected. With Julianapark only 5 minutes away, you’re standing in nature within minutes.
There are two bus stops (Hugo de Grootstraat and Mesdagstraat) along the street.
Get your groceries at one of the supermarkets nearby, like Albert Heijn (450 meters) or Coop (500 meters).
Nijmegen’s city center is only a 15-minute walk or a 5-minute bike ride from Canisiushof.
ABOUT CONTRACT
Short-stay contract for 6 months
Deposit is approx. 1x all-in rent
Income requirement is approx. 3.5x all-in rent
This residence is offered with a short-stay contract. Initially, the residences of Canisiushof are reserved for exchange students, expats, and working professionals who need an urgent temporary housing solution (i.e. due to home renovation, home sale, relationship problems, internship, or temporary work in or around Nijmegen). If you are already living in - or around - Nijmegen, you probably do not meet the conditions to book this residence with a short-stay contract. Note that you cannot rent a short-stay residence if you have been a tenant of Holland2Stay before.
VIEWINGS
Want more information about this property or do you want to book a viewing? Contact us!"
https://www.pararius.com/apartment-for-rent/hurdegaryp/3fc3f9ab/rijksstraatweg,"€1,175 per month",Includes: Service costs,9254 DA (Hurdegaryp),56 m²,3 rooms,,Unlimited period,2024,1,"Lift
Intercom",Present,Not present,A+++,Present,Yes,On private land,No,"Description
Nice apartment with balcony for rent in Hurdegaryp with 2 bedrooms in the Hurdegaryp district."
https://www.pararius.com/apartment-for-rent/den-haag/7f6a1bc8/haagsestraat,"€1,142 per month",,2587 TJ (Belgisch Park),74 m²,3 rooms,,,1918,1,,Present,Not present,C,,No,,,"Description
Located in the beautiful Belgisch Park, this charming 3-room apartment is available. The popular Scheveningen beach is nearby, as well as the Scheveningse Bosjes, perfect for a lovely summer walk! The apartment features a balcony and is within walking distance of the shops on Gentsestraat, ample public transport, and the German and French schools. By bike, you can reach Frederik Hendriklaan with all its shops, delicatessens, and restaurants in just 5 minutes. In short, it's a perfect apartment for a couple and beach lovers!
LAY-OUT: Entrance at street level, leading to the communal area. You take the stairs to the 2nd floor where the apartment is located. Front door, entrance to the living room en-suite of approximately 41 m², which is separated by sliding doors. From the dining room, you have access to the rear-facing balcony through French doors. Semi-open kitchen of approximately 10 m², equipped with a hob, fridge, freezer, extractor fan, oven, and dishwasher. Bedroom of approximately 8 m². The bathroom features a shower and washbasin. The toilet is separate.
The entire apartment features laminate flooring, double glazing, and is heated via central heating. The connection for the washing machine/dryer is located in the kitchen.
DETAILS:
- Scheveningen beach resort
- Perfect for a couple
- Great and sought-after location
RENTAL PRICE:
- Excluding advance payment of € 25,00 p/m for the use of water
- Excluding utilities gas, electricity (individual meters, contracts on tenants name)
- Excluding television / internet (to be concluded by yourself)
RENTAL CONDITIONS:
- Property is suitable for a maximum of 2 persons (sustainable household)
- Lease term: minimum 1 year + indefinite period
- Deposit equal to the (total) monthly rent
- Housing permit required (max. gross annual income is €62.191 for 1 person and €82.921 for 2 or more persons)
- No pets allowed
REQUIREMENTS:
See under the tab ""rental conditions"" which documents are required for renting this property.
* No legal rights can be derived from the above text"
https://www.pararius.com/en/project/zoetermeer/09bb0e61/70-lux/70-lux,€ 1.075 - 1.775 per month,,2711BC Zoetermeer (Stadscentrum),45 - 131 ㎡,2,,,,,,,,,,Yes,,,"Description
Welkom bij 70LUX, een nieuw iconisch nieuwbouwproject in het hart van Zoetermeer! Deze nieuwe woontoren van 70 meter hoog biedt luxe, licht en maximaal wooncomfort. Direct naast het populaire Winkelcentrum Stadshart en op loopafstand van hoogwaardige openbaar vervoersverbindingen. De 134 (2-, 3- of 4 kamer) appartementen, waarvan 31 in het middenhuur segment, van 70LUX zijn duurzaam, een oppervlakte van tussen de 45-131 vierkante meter, een inpandige parkeergarage en een stallingsruimte voor fietsen en scooters. 70LUX staat voor duurzaam en energiezuinig wonen, triple beglazing en warmtepompen voor lage energiekosten en een comfortabel binnenklimaat.
Op de hoogte blijven? Laat jouw gegevens achter via de projectwebsite: www.hurenin70lux.nl
Kenmerken:
De woningen zijn gasloos, volledig geïsoleerd en voorzien van:
Luxe keuken; Voorzien van elektrische kookplaat, combioven, koelkast met vriesvak en vaatwasmachine
Luxe sanitair; Voorzien van een inloopdouche met douchescherm, vrijhangend toilet en handdoekradiator
Vloerverwarming- en koeling; Volledig voorzien van vloerverwarming en -koeling
Duurzaam; Energiezuinig door de modernste installaties en materialen
Ruime buitenruimten; Privébalkon, loggia of gemeenschappelijk dakterras
Woongenot; Veel lichtinval door aanwezigheid van grote ramen
Algemeen
Nieuwbouw huurwoningen (bouwjaar 2024)
31 middenhuur en 103 vrije sector huur appartementen
2-,3- en 4 kamer appartementen
Oppervlakte variërend tussen 45-131 m2
Unieke locatie in het Stadshart van Zoetermeer
Zeer duurzaam
Veel lichtinval met grote raampartijen
Moderne gemakken zoals glasvezel, videofooninstallatie, lift en pakketbrievenbus
Optie voor eigen overdekte parkeerplaats
Oplevering prognose eind Q4 2024/ begin Q1 2025
Zie jij jezelf hier al wonen en wil je als eerste op de hoogte worden gehouden wanneer de verhuur van start gaat? Schrijf je dan nu alvast in via de projectwebsite www.hurenin70lux.nl"
https://www.pararius.com/apartment-for-rent/den-haag/30f3637c/gevers-deynootplein,"€1,230 per month",Includes: Service costs,2586 CR (Scheveningen Badplaats),62 m²,2 rooms,,,1981,,,Not present,,,,,,,"Description
Fully furnished 1 bedroom apartment located in Scheveningen, The Hague, with beautiful sea views. This modern apartment offers a comfortable living space in one of the most desirable areas, with the beach, shops and restaurants within walking distance. Ideal for those who enjoy living by the sea and the convenience of local amenities.
Layout: The apartment is located in a well-maintained building with a shared entrance equipped with a doorbell panel and mailboxes. Upon entering, the hallway provides access to all rooms. The spacious living room is beautifully decorated and features large windows that offer breathtaking sea views. The room is equipped with a comfortable seating area and a dining table, making it an inviting space to relax or entertain guests. The kitchen is fully equipped with modern appliances such as a refrigerator, oven, electric hob, dishwasher and microwave, providing everything for cooking and convenience. The bedroom is cozy and well furnished, with a double bed and ample closet space. Large windows let in natural light and enhance the calm and comfortable atmosphere. The bathroom is fully tiled in a modern style and features a walk-in shower, wash basin with storage and a heated towel rail. The apartment also has a separate laundry room with a washing machine and dryer for added convenience. Deposit: 1 month's rent Rental period: approx 1 year Target group: 1 person or a couple of which at least 1 person is a student."
https://www.pararius.com/apartment-for-rent/sittard/6bfb95c7/heerlenerweg,"€1,250 per month",Excludes: Service costs,6132 CK (Kollenberg-Park Leyenbroek),100 m²,3 rooms,,Unlimited period,1814,1,,Not present,Present (26 m²),,Not present,No,,Yes,"Description
Apartment with garden for rent in Sittard with 2 bedrooms in the Kollenberg-Park Leyenbroek district."
https://www.pararius.com/apartment-for-rent/ede/b1135bb6/klinkenbergerweg,"€1,100 per month",Excludes: Service costs,6711 ML (Centrum Ede),76 m²,3 rooms,,Unlimited period,1996,1,,Present,Not present,A,Not present,No,,No,"Description
Beautiful apartment with balcony for rent in Ede with 2 bedrooms in the Centrum Ede district."
