Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Interieur,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP,Overige punten,Punten (checked),Redelijk
https://www.pararius.com/apartment-for-rent/almere/a3ee9d4a/frankrijkkade,1350.0,Excludes: Service costs,1363 CJ,50.0,2.0,,Furnished,Temporary rental,2011.0,1.0,"Shower
Toilet",Not present,Not present,A,Not present,Yes,Public,No,"Description
New for rent in Almere Poort! A furnished 2-room apartment with unobstructed views. Almere Poort train station (with excellent connections to Amsterdam), various parks and supermarkets are within walking distance.
CONDITIONS:
Available from: immediately
Desired rental period: maximum 24 months
Furnished
Rent excluding compensation for gas/water/electricity of €250 per month
Deposit: €2600
LOCATION:
Almere Poort is the new dynamic city center and is in full development. In the immediate vicinity you will find a covered market, various shops and restaurants. In the Europakwartier you will find a large supermarket, shops, restaurants, schools and a health center. There is also a childcare center nearby. Almere Poort train station, the Cascadepark and the international school Almere are within walking distance. The beach (Almeerderstrand) can be reached within 5 minutes by bike.
Amsterdam Central Station can be reached within 25 minutes by public transport from Almere Poort. By car, Amsterdam, Utrecht, Hilversum and Amersfoort can also be reached quickly via the A6 and A27.
DETAILS:
1 bedroom
Private bathroom and living room with kitchen
Extra shared living room, kitchen, backyard and roof terrace
Furnished
Supermarkets (including Albert Heijn) and Almere Poort station within walking distance
Almeerderstrand nearby
Near Amsterdam, excellent public transport connections
LOUNGE LAYOUT:
Ground floor: Through the entrance you enter the shared living room with modern luxury kitchen. Through the kitchen you reach the communal backyard. Via the modern illuminated staircase you reach the first floor where the apartment is located.
First floor: Through the front door of the apartment you enter the living room, equipped with a sofa, spacious TV cabinet, TV and dining table with chairs. The living room also has a modern open kitchen with fridge, freezer, 2-burner induction hob and sufficient kitchen cupboards. The bedroom is located at the rear. Through the bedroom you reach the modern bathroom, equipped with a toilet, sink and walk-in shower.
Second floor: Here are two rooms and a bathroom, which are not part of the rented property.
Third floor: Via the stairs you reach the third floor, equipped with a shared washing machine and dryer. This top floor also has a shared kitchen and a roof terrace.
Are you looking for a light and modern apartment in a central, popular location? Respond immediately! For questions, it is best to contact HouseHunting by telephone.
Although this text has been prepared with care, no rights can be derived from it. Dimensions are indicative and not NEN-measured. Rental subject to approval by landlord/owner. No pets allowed. Smoking not allowed. General terms and conditions of ROZ apply.",False,,Europakwartier W.-Zuid,almere,351000.0,46.875,6.0,8.0,-5.0,41.0,0.0,3.5,54.65502183,False,151.53,51.15990721,155.0300218,,151.53,False
https://www.pararius.com/apartment-for-rent/groningen/9a9ab192/palembangstraat,1300.0,Excludes: Service costs,9715 LK,77.0,2.0,,Furnished,Unlimited period,2010.0,1.0,,,Not present,A,,,,No,"Description
123Wonen The rental agent offers:
Furnished apartment with parking space for rent;
Location: Palembangstraat, Groningen.
SUMMARY:
- Available from 1 December 2024 and then indefinitely
- Suitable for one person or a couple
- Income requirement applicable: €4,550 based on gross salary
This furnished apartment is located in the Korrewegwijk. The house has a large living room with open kitchen, private parking and has energy label A. There is also an extra storage room in the basement. The house is suitable for one person or a couple.
LAYOUT:
Hall, living room with open kitchen, bedroom, bathroom, separate toilet and storage room. Parking space and extra storage in the basement.
GENERAL:
- Furnished;
- Includes 1 parking space;
- Storage in basement;
- Energy label A;
- Year of construction 2010;
- Suitable for one person or a couple;
- Pets and smoking are not allowed;
- Income requirement applies (3 times the joint gross monthly rent).
RENT:
For rent from December 1, 2024 for a minimum of 12 months and then indefinitely
Rent: € 1.300,- excluding per month. You arrange the contracts for gas, water, electricity, TV/internet and municipal taxes yourself.
Deposit: € 1.300,-
---
123Wonen Groningen acts as a rental agent for the owner of this living space. So no agency costs apply to this object. If you want to rent after the viewing, the deposit on the first rent is €150, this is to reserve the property.
Have you canceled your previous rental property or are you going to do so? Tell us your previous landlord and if 123Wonen can act as a rental agent there, you will receive € 100 as a thank you.
Did you find this offer on another website? Check our own website for the current offer: http://www.123wonen. nl/makelaar/Groningen
For more information or a no-obligation viewing, we cordially invite you to contact:
123Wonen Groningen
Kraneweg 23
9718 JD Groningen
******",False,,Indische buurt,groningen,235000.0,72.1875,6.0,4.0,0.0,41.0,0.0,0.0,29.32728407,False,152.51,29.32728407,152.5147841,3.5,156.01,False
https://www.pararius.com/apartment-for-rent/tilburg/5d1d94a2/noordstraat,1283.0,Excludes: Service costs,5038 EJ,71.0,2.0,,Furnished,Temporary rental,2024.0,1.0,,Not present,Not present,,Not present,No,,No,"Description
Brand new maisonette for rent at Spoorlaan - Tilburg centre (SHORT STAY)
Are you looking for a stylish, fully furnished short-stay residence at an absolutely prime location in the centre of Tilburg? This brand new maisonette, divided over the ground and first floor, is just what you are looking for! This beautiful maisonette is available for a maximum of 6 months and offers all comfort and conveniences, combined with a fantastic location opposite Central Station.
Layout: Upon entering on the first floor, you immediately step into the spacious and bright living room, where you can relax. The living room is fully furnished, including a comfortable sofa, chair and a modern TV. The open kitchen is brand new and fully equipped, including a hob, built-in fridge-freezer, oven-microwave combo and a dishwasher - everything you need to enjoy cooking!
On the second floor is the spacious bedroom with a beautiful box spring, which lets in plenty of natural light through the large windows. The bedroom provides access to a beautifully finished bathroom with a modern shower and sink. In addition, the maisonette features a small but practical outdoor space, ideal for a cup of coffee in the morning sun or a quiet evening.
Location: The maisonette is located on Spoorlaan, directly opposite Central Station. This makes it the perfect location for anyone who wants to quickly catch the train, but also for those who want to enjoy everything Tilburg has to offer. Within walking distance you will find the bustling city centre with various restaurants, cafés and shops. Nearby is the hip Spoorzone, known for its creative hotspots such as the LocHal and the Deprez building. Attractions such as the Pathé cinema, the TextielMuseum and the Piushaven are also within easy reach.
Supermarkets and other daily amenities can be found within walking distance. Moreover, with the motorway and Ringbaan-West just a few minutes' drive away, you can get out of town quickly.
In short: This maisonette is the ideal temporary home for those who want to live centrally, comfortably and without worries in the heart of Tilburg. Perfect for a short-stay stay of up to 6 months!
Conditions:
All-in rent € 1680,- per month incl. furniture, gas, water, electricity, TV, internet and municipal taxes and services
Maximum rental period: 6 months
Deposit: € 1680,-",False,,Binnenstad West,tilburg,257000.0,66.5625,6.0,8.0,-5.0,41.0,0.0,3.25,32.80663017,False,152.62,32.80663017,152.6191302,,152.62,False
https://www.pararius.com/house-for-rent/landgraaf/f30206b9/rector-meussenstraat,1250.0,Excludes: Service costs,6371 HG,105.0,3.0,,Furnished,Temporary rental,1911.0,1.0,Toilet,Not present,Present,D,Present,Yes,On private land,No,"Description
928598
Attention! You can only request a viewing online via this website.
Please state the following information in your viewing request:
1. Number of adults who will live in the house
2. Number of children who will live in the house
3. Do you have pets, if so? Which?
4. The joint net monthly income
5. Can you pay an increased deposit, if so? How much?
6. The reason for moving
7. By when you want to move into the house
************************************************
Description provided by lessor and conditions:
**Te huur: Karakteristieke gemeubileerde woning met royale tuin per 20/12-2024 tot Max 31-12-2025
**Beschikbaar voor 6 of 12 maanden**
**Huurprijs: €1.250,- per maand, exclusief**
Bent u op zoek naar een tijdelijke, compleet gemeubileerde woning in een rustige, kindvriendelijke buurt? Deze charmante woning biedt alles wat u nodig heeft voor een comfortabel verblijf.
**Kenmerken van de woning:**
- **Royale tuin** met tuinhuis, overkapping en stalletje
- Recent vernieuwde **keuken**, **woonkamer** en **toilet**
- Moderne **badkamer**, enkele jaren geleden vernieuwd
- **1 grote slaapkamer** en een tweede kamer ingericht als **inloopkast**
- Mogelijkheid om een extra slaapkamer te creëren op zolder, voorzien van een dakkapel
- Voorzien van **rolluiken** voor extra comfort en veiligheid
- Nieuwe **verwarmingsketel** voor optimale warmte en energiezuinigheid
De woning is volledig gemeubileerd en perfect voor een tijdelijk verblijf. Dankzij de rustige ligging en ruime buitenruimte is dit een ideale plek voor wie rust en comfort zoekt.
**Huurprijs:** €1.250,- per maand, exclusief gas, water en elektriciteit.
**Interesse?** Neem contact op voor meer informatie of een bezichtiging.
Rental price
The rental price is excluding gas/water/electricity, but including service costs.
Deposit
At the start of the rental agreement, a deposit is required.
The apartment will be rented through 'Overbruggingsverhuur'. Overbruggingsverhuur provides a temporary rental agreement for properties. There is no waiting list and we offer well-kept houses for an affordable rent.
Rental period
The rental period is 12 months.
General information
In order to rent an Overbruggingsverhuur rental house, the tenant has to meet certain conditions. A summary of these conditions is outlined below.
Conditions regarding house hold income
To meet the income requirement, your net income will need to be approx. 3 times the rental price. Any other payment commitments (for example debt collection agency) will be deducted from the house hold income. Another possibility to meet this requirement is to pay a higher deposit.
Questions about the property?
You can contact the landlord for all these questions.
************************************************
Register gas and electricity?
When allocating the house, the utilities must be registered in the name of the tenant. By responding to a property, a candidate tenant / interested party also gives permission to be informed through us of the cheapest energy suppliers.
Disclaimer
Er kunnen geen rechten worden ontleend aan de aangeboden informatie. Indien u zekerheid wenst te hebben over de verstrekte informatie en de actualiteit daarvan, dient u contact op te nemen met Overbruggingsverhuur (huren@). Overbruggingsverhuur kan niet aansprakelijk worden gesteld voor eventuele gevolgen of schade verband houdende met de aangeboden informatie.",False,,Leenhof,landgraaf,218000.0,98.4375,9.0,4.0,2.0,14.0,4.0,0.0,23.06633396,False,154.5,23.06633396,154.503834,13.5,168.0,False
https://www.pararius.com/apartment-for-rent/deventer/9359f47a/melksterstraat,1295.0,Excludes: Service costs,7411 JW,80.0,3.0,,Furnished,Temporary rental,1983.0,1.0,,Present,Not present,C,,,,No,"Description
123Wonen The Deventer rental agent offers:
Living in a modern penthouse in a unique location on the IJssel. Because of its location on the 4th floor you have a beautiful view over the IJssel and the beautiful historic center of Deventer. The apartment has 2 sheltered balconies, 2 bedrooms, external storage room and private parking.
PLEASE NOTE: the house can be rented for a maximum of 12 months!
A unique opportunity to live in an ideal location with all important amenities around the corner. In short: modern living comfort in a top location with a great view!
LAYOUT
Entrance hall with modern toilet and access to all other rooms. Bright, living room with sliding doors to the balcony and a magnificent view over the IJssel. The open kitchen is equipped with built-in appliances such as; fridge, freezer, combi-microwave, 4-burner induction hob with extractor hood and dishwasher.
Master bedroom with walk in closet and balcony with a view over the city! Spacious second (bed) room. Modern bathroom with a rain shower, bathroom furniture with sink and mirrors and design radiator.
The penthouse has its own parking space and storage room.
DETAILS
- Available immediately!
- Maximum rental period: 12 months
- Rental price: € 1295,00 rent per month
- Advance gas, water, electricity: € 200,00 per month
- Furniture: € 75,00 per month
- Servicecosts: € 50,00 per month
- Parking place: € 75,00 per month
- Municipal taxes: € 35,00 per month
- Rent is excluding internet/television
- Deposit: 1 month's rent
- NO brokerage for the tenant! 123Wonen works as a rental agent for the landlord.
Can you find this property on a website on which we post?
Check out our own website: ****** for our current offer!
For more information or a viewing, we cordially invite you to contact us!",False,,Centrum,deventer,272000.0,75.0,9.0,8.0,2.0,22.0,0.0,5.75,32.84716157,False,154.6,32.84716157,154.5971616,4.0,158.6,False
https://www.pararius.com/apartment-for-rent/den-haag/b61bd5a7/burgemeester-patijnlaan,1250.0,Excludes: Service costs,2585 CC,60.0,2.0,,Furnished,Temporary rental,1980.0,1.0,"Lift
Shower
Toilet",Present,Not present,C,Present,Yes,Permit,No,"Description
AVAILABLE FOR 6 MONTHS AND SUITABLE FOR ONLY 1 PERSON
APPOINTMENTS FOR VIEWINGS CAN ONLY BE SCHEDULED BY USING THE CONTACT BUTTON ON THIS WEBSITE.
Please give a short personal introduction and mention your gross annual income.
A lovely furnished apartment with sunny balcony at the ""Couperusduin"" apartments in the Archipel area.
The location is amazing. The cosy shopping street ""Bankastraat"" is just a few steps away. You will find here besides a supermarket, several local shops and restaurants. Within 10 minutes biking you are in the heart of the city centre, the central station and the beach. But also the lovely area around the Anna Paulownaplein where you can go a for lunch or dinner in one of the local restaurants or drink a coffee or a glass of wine on one of the beautiful terraces.
There is good public transport connections (tram 1 and 9) and several bus connections. To travel to companies like Shell, Eurojust, NATO, ICC, Europol it will take you not more than 10 minutes by bike.
For a walk or even a work-out there is a lovely forest/park within 1 minute walking.
Lay-out: main entrance, entrance apartment on 1st floor, hall, built-in cupboard, living room with open kitchen with all appliances and access to balcony with lovely view at the inner garden, one bedroom, bathroom with shower, wash stand and toilet. Communal bike storage available.
Special features:
available from 7 October 2024 to 6 April 2025
for 1 person
no pets
furnished apartment
new double glazing
sunny terrace with beautiful view
energy label C
rental price is excluding utilities, TV and Internet",False,,Archipelbuurt,den haag,643000.0,56.25,6.0,8.0,2.0,22.0,0.0,0.0,90.79767103,False,155.32,61.06573144,185.047671,0.75,156.07,False
https://www.pararius.com/apartment-for-rent/groningen/8ed5e3f3/radesingel,1229.0,Excludes: Service costs,9711 EE,95.0,3.0,,Furnished,Temporary rental,1990.0,1.0,,,,,,,,,"Description
MAXX: BEAUTIFULLY FURNISHED TWO BEDROOM APPARTMENT ON RADESINGEL IN GRONINGEN FOR RENT.
INFORMATION
In addition to the photos, we have also made a detailed video of the living space.
INTEREST?
You can leave a comment via the website by clicking ‘Yes I am interested in this accommodation’. Via phone, we cannot process your response.
LOCATION
The property is 700 metres away from the Grote Markt and 1 KM from Central Station.
SITUATION
The living space is situated on the third floor.
SURFACE.
The appartment has an area of approximately 95m2.
INDELING
The appartment is located on the entire third floor. Upon entering there is a spacious hall which gives access to the bedrooms, living room with kitchen and bathroom. The living room with open kitchen is very spacious and the skylight lets in a lot of light. The kitchen is equipped with all amenities such as a fridge-freezer, oven, cooker and dishwasher. There are two large bedrooms. Adjacent to the hall is the first bathroom with toilet. The second bedroom at the back has another bathroom which is equipped with a bathtub, separate shower and a washbasin.
RENTAL PRICE AND DEPOSIT
The rent is €1250- exclusive, the costs for utilities and furnishing are €350,-, this makes a total of €1600,- inclusive. The deposit is equivalent to one month's rent.
AVAILABILITY & RENTAL PERIOD
The accommodation becomes available immediately for a period of 12 months.
Please note: there is a campus contract applicable for this living space which means that you must leave the living space at the end of your studies, so that the property remains available for a student tenant.
CANDIDATE
We are looking for neat candidates for the property. This can be working and/or studying. If working, a permanent contract is requested. Should this not be the case, a guarantee is requested for working and studying tenants.
INTERESTED?
You can leave a comment via the website by clicking on ‘Yes I am interested in this accommodation’. The timeline determines which candidates we can invite for the first selection. By phone, we cannot process your response.
YOUTUBE
To keep up to date with available living spaces, subscribe to our YouTube channel ****** free of charge. Turn on your notification to receive a notification when a new video is uploaded.",False,,Binnenstad-Zuid,groningen,283000.0,89.0625,9.0,8.0,0.0,14.0,0.0,3.25,32.00850379,False,155.32,32.00850379,155.3210038,,155.32,False
https://www.pararius.com/apartment-for-rent/eindhoven/5520a861/stratumsedijk,1335.0,Excludes: Service costs,5614 HP,80.0,3.0,,Shell,Unlimited period,1983.0,1.0,Lift,Present,Not present,C,Not present,Yes,Public,No,"Description
Very spacious 3-room apartment with balcony and storage located on the ground floor, with the possibility to rent a parking spot at the back of the complex.
The complex is located in the Centre and therefore close to various shops, parks and the Park Theater.
Lay out:
Central entrance with mailboxes, elevator and staircase.
Storages and parking.
Apartment, entrance, restroom, storage and access to the living room and 2 bedrooms.
Kitchen with no equipment.
Balcony with a nice view!
Bathroom with shower, wash basin and connection for the laundry equipment.
One master bedroom and one smaller bedroom (12m2 and 6 m2).
Additional information:
Rental price is excluding gas, water, eletrcity and Internet
Rental price is including servicecosts
The apartment will be bare from the inside (no floors, no window decoration etc etc).
The kitchen has no suppliances, only a counter top and counter cabinets
Parking place is mandatory
Minimum rental period is 12 calender months
Floor and stuff of current tenant can be bought
Deposit is € 2450,-",False,,Joriskwartier,eindhoven,352000.0,75.0,9.0,8.0,2.0,22.0,0.0,0.0,43.2139738,False,159.21,43.2139738,159.2139738,0.75,159.96,False
https://www.pararius.com/apartment-for-rent/gennep/21ad1652/zandstraat,1400.0,Excludes: Service costs,6591 DA,70.0,2.0,,Upholstered,Unlimited period,1910.0,1.0,"Intercom
Awnings
Sewer connection
Storage space",Present,Not present,A,Present,No,,No,"Description
Available from November 16, 2024: Luxurious and spacious two-room apartment located in the Old City Center of Gennep.
The apartment is located on the first floor of the old post office of Gennep and has been completely renovated. The apartment has a living area of approximately 70 square meters, a roof terrace / balcony and a private storage room at the rear of the building.
The apartment also has a bathroom with shower and sink. There is also a separate toilet. The kitchen is equipped with good built-in appliances and the finish is very luxurious. Registration with the municipality is possible.
The basic rent is EUR 1.400,-. The service costs (cleaning, energy of common area, and window cleaner) are EUR 40,- per month.
Conditions:
working person or couple
demonstrable (fixed) income
pets not allowed
smoking not allowed
deposit: EUR 2,880,-
The rent is excluding gas/water/electricity/tv/internet/local taxes.
If interested, please contact us by e-mail.",False,,Midden,gennep,282000.0,65.625,6.0,8.0,2.0,41.0,0.0,0.0,36.59201497,False,159.22,36.59201497,159.217015,3.5,162.72,False
https://www.pararius.com/apartment-for-rent/tilburg/1b12e50f/hoefstraat,1375.0,Excludes: Service costs,5014 NJ,51.0,2.0,,Furnished,Unlimited period,2024.0,1.0,,Not present,Present,A+++,Not present,No,,No,"Description
Available from September 1, reservations open! Newly renovated and fully furnished 2-room apartment in a fantastic location in Tilburg. The apartments are new and luxuriously furnished and ready for you to move in. Perfectly and exclusively available for expats, international students or others looking for temporary residence.
The complex on the Hoefstraat has been transformed into a unique living experience, consisting of 5 one-bedroom apartments and 1 two-bedroom apartment. The beautiful building has the ideal location for you, with a quiet but lively neighborhood, and within a 5-minute commute from the city center. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the apartments have been carefully redecorated for optimal living comfort. From great furniture like a bed, cabinets and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Noord arterial road is just a short commute away, and the highway can be reached in just under a 10-minute drive.
Apartment 51 m2 | €1,375 exclusive.
The apartment has a new bathroom (with new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combination oven), a new bathroom, new furniture and new appliances. The apartment is located on the second floor and gives access to a shared backyard where bicycles can be stored covered.
Details:
Rental period between 1-12 months (exchange period is possible! ), deposit 2 months
Attractive and authentic apartment
Located in a quiet but lively neighborhood, close to the city center
Close to the university and public transport
Close to highways and a 10 minute drive from the highway
Energy label A++, low energy costs
Ready to move in, high quality finishing
Pets not allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested please contact us by sending a message directly to start your reservation.",False,,Hoefstraat Noord,tilburg,261000.0,47.8125,6.0,4.0,2.0,57.0,0.0,5.75,39.34780375,False,161.91,39.34780375,161.9103038,4.0,165.91,False
https://www.pararius.com/apartment-for-rent/emmen/c41cf2eb/laan-van-de-bork,1350.0,Excludes: Service costs,7823 RB,87.0,3.0,,Upholstered,Unlimited period,1990.0,1.0,,Present,Not present,A,Present,Yes,On private land,No,"Description
UNIQUE TWO-BEDROOM APARTMENT WITH PARKING SPACE LOCATED IN A BEAUTIFUL GREEN ENVIRONMENT IN THE ERMERHOUT NEIGHBORHOOD.
LOCATION
This stunning apartment at Laan van de Bork in Emmen is situated just 2.9 km from the charming city center, offering the perfect balance between tranquility and liveliness.
SITUATION
The apartment is located on the first floor, providing a nice view and added privacy.
SIZE
With an area of approximately 87 m², this apartment offers ample space for comfort and style.
LAYOUT
Imagine a modern and comfortable apartment that serves as the ideal foundation for your new life. Upon entering, you'll be welcomed by a spacious and bright living room, where natural light creates a warm atmosphere. The open layout invites relaxation and togetherness.
The kitchen is equipped with appliances and plenty of storage space. Here, you can prepare delicious meals and enjoy cozy dinners with friends or family.
Featuring two well-sized bedrooms, this apartment provides the perfect space for a restful night's sleep or an inspiring home office. Picture starting your day on your own balcony, sipping coffee while breathing in the fresh air.
One of the great advantages of this apartment is the private parking space, so you won’t have to worry about finding a spot. Additionally, there is a convenient storage room, ideal for all your storage needs.
THE LOCATION
Laan van de Bork offers the perfect mix of tranquility and vibrancy. You'll be near various shops, cozy restaurants, and recreational opportunities. Whether you want to take a walk in nature or explore the city life, everything is within reach. Excellent public transport connections make it easy to get around.
RENT AND DEPOSIT
The basic rent is €1350,- excluding utilities. The apartment can be offered furnished at an additional cost, including advance payments for gas, water, electricity, internet, and TV. The deposit is equivalent to two months' rent.
AVAILABILITY & RENTAL PERIOD
The apartment will be available from November 1, 2024, with the possibility of an earlier move-in date upon discussion. The minimum rental period is 12 months.
INTERESTED?
You can leave a response via the website(s). The timeline will determine which candidates we can invite for the initial selection. To ensure fairness, we operate on a 'first come, first served' basis. Therefore, we only accept inquiries via email or through the application forms on the website(s).
YOUTUBE
Consider subscribing to our YouTube channel. Expat Relocation Brokers operates on a 'first come, first served' basis. It’s helpful to know that a property is added to our YouTube channel before it appears online. By subscribing and activating the notification bell, you’ll receive alerts for new listings. This can assist you in finding a home.
YouTube Channel: Expat Relocation Brokers
EXTRA
If you're having trouble finding a home, we’d be happy to assist you with a personalized search tailored to your needs and preferences. For more information, visit our website.
No rights can be derived from the information provided above.",False,,Emmerhout,emmen,185000.0,81.5625,9.0,4.0,2.0,41.0,4.0,0.0,21.28575014,False,162.85,21.28575014,162.8482501,7.5,170.35,False
https://www.pararius.com/apartment-for-rent/zeist/cc39fb0c/steynlaan,1350.0,Excludes: Service costs,3701 ED,80.0,4.0,,Upholstered,Temporary rental,1930.0,1.0,,Not present,,D,,,,,"Description
ONLY TEMPORARY AVAILABLE
Spacious unfurnished 4-room apartment approx. 80m2 available immediately till 31st of March 2025 on the Steynlaan in Zeist for € 1.350,- exclusive.
Description
This unfurnished 4-room apartment is located on the 1st and 2nd floor of a beautiful building on Steynlaan in Zeist. The apartment has an attractive living room with a fireplace. The kitchen is completely new. This kitchen is equipped with all necessary built-in appliances and provides access to a south-facing balcony. There is also a small bedroom of approximately 6m2 on this floor. On the top floor is the large bedroom of approximately 12m2 and another small bedroom of approximately 6m2. The bathroom with shower, sink and washing machine connection is also located on this floor. Toilet is located separately.
Location
The apartment is located on Steynlaan in the center of Zeist. This avenue connects directly to the main shopping street, Slotlaan. Steylaan is easily accessible by car and free parking is available around the corner. The A28 and A12 highways are accessible from Steylaan. Very good public transport connections and there is a bus stop right in front of the apartment.
Particularities
Area approx. 80m2.
Equipped with PVC floor.
Suitable for working home sharers.
A small balcony at the rear.
Final cleaning mandatory.
Fixed term rental period of 7 months.
Deposit is equal to 2 months rent.
Available immediately till 31st of March 2025
Price
€ 1.350,- excluding g/w/e, TV. Internet and taxes. Including floor and kitchen appliances.",False,,Centrumschil-Noord,zeist,459000.0,75.0,12.0,8.0,0.0,14.0,0.0,0.0,56.05458515,False,163.47,54.4680131,165.0545852,5.5,168.97,False
https://www.pararius.com/house-for-rent/zwolle/eaca39d4/verenigingstraat,1250.0,Excludes: Service costs,8012 BC,89.0,4.0,,Furnished,Temporary rental,1905.0,1.0,,,Not present,C,,,,No,"Description
123Wonen Rental Agency Zwolle offers:
In the always cozy and sought after neighborhood Assendorp comes this nice townhouse with lovely backyard for rent. Close to the bustling center of Zwolle and the station. Ideally located with all major amenities (the Assendorperstraat literally!) Around the corner and near several highways. A very nice furnished, just finished house with 3 bedrooms on a top location!
LAYOUT
Entrance hall, modern toilet. Bright, cozy living room with dining area and open kitchen. Neat, modern kitchen with gas hob with extractor hood, oven, dishwasher and separate American fridge with freezer. The utility room has both a washing machine and a dryer.
Second floor
Spacious, bright master bedroom. Two small (bedroom) rooms. Tight, modern bathroom equipped with shower, bathtub, washbasin and toilet.
The house has a lovely back garden and parking is available in the street!
DETAILS
Please note: this is a temporary and fully furnished property.
- Available per 10 January 2024
- For rent for 7 months: until July 15th 2025 (NO extension possible!)
- Rental price: € 1250,00 per month
- Advance gas, water and electricity: € 200,00 per month
- Furniture: € 50,00 per month
- Television/internet: € 60,00 per month
- Fee municipal taxes: € 35,00 per month
- Deposit: 1 month rent
- NO commission for the tenant! 123Wonen works as a rental agent for the landlord.
Do you find this property on a website where we advertise?
Check our own website: ****** for our current offer!",False,,Oud-Assendorp,zwolle,297000.0,83.4375,12.0,8.0,0.0,22.0,0.0,4.0,34.57239586,False,164.01,34.57239586,164.0098959,10.0,174.01,False
https://www.pararius.com/apartment-for-rent/groningen/9c91e954/jan-van-galenstraat,1325.0,Excludes: Service costs,9726 HL,81.0,3.0,,Upholstered,Unlimited period,1941.0,1.0,,,Present (38 m²),C,,,,No,"Description
123Wonen The Rental Agent offers:
Atmospheric characteristic ground floor apartment with sunny garden and 2 spacious bedrooms!
Location: Jan van Galenstraat, Groningen (Zeeheldenbuurt).
In short:
- for rent from 1-12-2024
- indefinite period
- rental price: € 1,325,- excl. utilities
- income requirement approx. € 4,600,- gross
The house is centrally located within walking distance of the center and station in the popular Zeeheldenbuurt. Around the corner from the Van Brakelvijver where you can relax in the summer (and skate in a cold winter). Fully furnished and recently painted, you can move in right away! The house is divided over 2 floors and is equipped with modern conveniences.
LAYOUT
Ground floor: front garden, entrance, porch, hall with toilet with washbasin, living room with many windows at the front of the house, separate kitchen with dishwasher, oven, induction hob and space for a fridge, access to garden on the southwest with back entrance.
First floor: landing, two spacious bedrooms (12.2 and 12 m2), bathroom with bath/shower, double washbasin, second toilet, radiator and washing machine/dryer connection.
Bicycle shed available in fire alley (approx. 3 m2).
DETAILS:
- window coverings and large wardrobes remain in the house and may be used (will not be replaced when old)
- tenant must place a refrigerator themselves
- parking in front of the door with a permit
- equipped with central heating (central heating boiler 2019)
- front garden and back garden (back garden accessible via back entrance)
- fully equipped with double glazing
- neat bathroom and kitchen
- income requirement applies
The house is for an indefinite period from December 1, 2024.
Rental price including existing furnishings: € 1,325 per month.
Contracts for municipal taxes, supply of gas and electricity, internet and water are taken in your own name.
Deposit: € 1,325,-
---
123Wonen Groningen acts as a rental agent for the owner for this living space. Therefore, no brokerage costs apply for this property. If you want to rent after the viewing, the deposit on the first rent is €150, this is to reserve the property.
Have you cancelled your previous rental property or are you going to do so? Tip us your previous landlord and if 123Wonen is allowed to act as a rental agent there, you will receive €100 as a thank you.
Do you find this offer on a website other than 123Wonen? Check our own website for the current offer: ******
For more information or a viewing:
123Wonen
Kraneweg 23
9718 JD Groningen
******",False,38.0,Zeeheldenbuurt,groningen,249000.0,75.9375,9.0,8.0,15.0,22.0,0.0,4.25,30.42390425,False,164.61,30.42390425,164.6114043,6.0,170.61,False
