Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max
https://www.pararius.com/house-for-rent/tilburg/eff8e8ab/kasteel-heeswijkstraat,1299.0,5037 HM,100.0,3,Upholstered,,,1965.0,1.0,,,,,C,,,,,"Description
Available November 1st, 2024!
Offered: A cozy and spacious single-family home.
Please note!
Groups of friends or student groups of up to 2 people are allowed. More persons are unfortunately not allowed by the municipality. Why not? Because this property does NOT have a room rental permit (unfortunately no exceptions are possible).
This property can be rented by a family consisting of several persons.
Description:
In a child-friendly and quiet residential area in the district of De Reit lies this spacious middle house. The house is partially modernized and includes a spacious and bright living room, spacious kitchen, 3 bedrooms, modern bathroom and paved front and backyard.
In the deep backyard you can enjoy plenty of privacy!
There is plenty of free parking at the house. In addition, this neighborhood is characterized by the many amenities in the immediate vicinity.
Ground floor:
The hall with meter cupboard, stairs cupboard and toilet provides access to the living room.
The living room has lots of light through the large windows. From the living room you reach the kitchen which has been set up in a corner.
1st Floor:
The landing gives you access to 3 bedrooms and the bathroom.
The modern bathroom has a shower and washbasin.
Separate storage room with connection for washing equipment available.
Garden:
In the privacy offering backyard you can enjoy both sun and shade. Behind the plot is a very large shed. The house has a wide firebreak so it is possible here with the motorcycle back to come
General:
- Pets are not allowed ( dogs and cats)
- Sufficient and free parking
- Preferably non-smoking tenants
- 1 month deposit
Rent:
Attention! The stated rent is excluding consumption of gas, water and light.
If you are interested in this property, please register and contact De Huissleutel.
View all information about this residence in Tilburg",False,,Kastelenbuurt Noord,tilburg,295000.0,93.75,14.0,0.0,22,0,0.0,32.88209606986899,False,162.63,32.88209606986899
https://www.pararius.com/apartment-for-rent/valkenswaard/f1d466d0/eindhovenseweg,1350.0,5552 AD,79.0,3,Upholstered,Temporary rental,,2015.0,1.0,,Present,Present (10 m²),,A,Not present,Yes,,Yes,"Description
On one of the most central places of Valkenswaard, on the Eindhovenseweg, all stores are around the corner, and direct connection to Eindhoven. The apartment has one big bedroom, one small bedroom and a balcony.
The property is reasonably accessible, with many amenities nearby. It is within walking distance of the center of Valkenswaard and a supermarket. Additionally, the nearest major road is just a 9-minute drive away.
CONDITIONS:
Rent is excluding gas/water/electricity
Rent excludes internet/tv
The rental price is exclusive service costs of - €50,- per month
Private parking spot
Storage room
Deposit 1 month's rent
The income requirement is 3x the monthly rent
Minimum rental period; 12 months
Soft furnished
Smoking not allowed
HouseHunting does not charge any kind of fee to tenants for the rental mediation and realization of a rental agreement",False,10.0,Geenhoven,valkenswaard,310000.0,74.0625,4.0,5.5,41,0,0.0,38.135592283455864,False,162.7,38.135592283455864
https://www.pararius.com/house-for-rent/voorthuizen/d2dd1273/kieftveen,1395.0,3781 PP,41.0,3,Upholstered or furnished,,,2015.0,1.0,"Air-conditioning
Shower
Toilet",Not present,Present,tuin rondom,,,Yes,,,"Description
As of January 2, 2025, Immen Vastgoed offers a beautiful detached bungalow in Voorthuizen.
The property is located in a quiet area of the park at the end of a dead-end road.
This holiday home is fully furnished and suitable for up to 4 people (2 adults with 1 or 2 children).
The minimum rental period is 6 months, making it ideal for someone looking for temporary accommodation.
The house was built in 2015 and fully renovated in 2022, equipped with all conveniences.
The living area is 41 m², and the total size of the plot is 255 m².
LAYOUT:
Living room with a spacious seating area and TV
The kitchen includes a dishwasher, refrigerator with freezer compartment, oven, gas stove, and extractor hood
The bathroom features a shower, sink + cabinet, and toilet
Bedroom 1 has a double bed (box spring with quality mattresses)
Bedroom 2 has a bunk bed or can accommodate 2 travel cribs
Garden:
The garden is spacious, sunny, and easy to maintain. Next to the house, there is a large covered terrace with a wooden dining table and bench.
In the adjacent shed of 4 m², you can store bicycles.
Parking:
One car can be parked in front of the house, and there are free parking options in the park.
Facilities available in the park include:
Washing machines and dryers (for a fee), restaurant, snack bar, playgrounds, indoor pool, outdoor pool, mini supermarket, bike rental, coffee corner, sandwich service, wellness area, bowling alley, football cage, indoor playground, fishing pond, electric car charger.
With various amenities such as schools, shops, and recreational opportunities nearby, you are only a maximum of 5 minutes' drive away from everything you need.
Details:
Located at Recreatiepark de IJsvogel
Available from January 2, 2025
Low season rent (September to April) €1,395 per month including furnishings
(From May to August an additional €400 per month)
Park costs €135 per month
WiFi/TV €21 per month
Estimated costs for water/gas/electricity €100 per month
Deposit €1,395
Minimum rental period 6 months
No registration with the municipality possible
Pets are (in principle) not allowed
Don’t miss this opportunity and schedule a viewing soon!",False,,Buitengebied Voorthuizen,voorthuizen,554000.0,38.4375,14.0,2.0,41,0,3.0,97.00521887314943,False,162.93,64.49609722813932
https://www.pararius.com/apartment-for-rent/veenendaal/1d7d0147/dr-colijnstraat,1230.0,3904 ET,59.0,3,Shell,,,2023.0,1.0,"Lift
Shower
Toilet",Present,,,A++,Present,Yes,Public,,"Description
Apartment with balcony for rent in Veenendaal with 2 bedrooms in the Franse Gat district.",False,,Franse Gat,veenendaal,324000.0,55.3125,8.0,2.0,52,0,0.0,45.980460365628005,False,163.29,45.980460365628005
https://www.pararius.com/apartment-for-rent/budel/419178d7/dr-kuyperstraat,1200.0,6021 XD,71.0,2,Shell,Unlimited period,,2025.0,1.0,"Shower
Toilet",Present,Not present,,,Present,Yes,On private land,No,"Description
Beautiful apartment with balcony for rent in Budel with 1 bedroom in the Budel district.",False,,Budel,budel,321000.0,66.5625,8.0,2.0,41,4,0.0,41.7429116181807,False,163.31,41.7429116181807
https://www.pararius.com/apartment-for-rent/hurdegaryp/72afb214/rijksstraatweg,1275.0,9254 DA,69.0,3,Upholstered,Unlimited period,,2024.0,1.0,"Lift
Intercom",Present,Not present,,A+++,Present,Yes,On private land,No,"Description
Beautiful apartment with balcony for rent in Hurdegaryp with 2 bedrooms in the Hurdegaryp district.",False,,Hurdegaryp,hurdegaryp,247000.0,64.6875,4.0,2.0,57,4,0.0,31.63192203025125,False,163.32,31.63192203025125
https://www.pararius.com/apartment-for-rent/hurdegaryp/6d294959/rijksstraatweg,1275.0,9254 DA,69.0,3,Upholstered,Unlimited period,,2024.0,1.0,"Lift
Intercom",Present,Not present,,A+++,Present,Yes,On private land,No,"Description
Beautiful apartment with balcony for rent in Hurdegaryp with 2 bedrooms in the Hurdegaryp district.",False,,Hurdegaryp,hurdegaryp,247000.0,64.6875,4.0,2.0,57,4,0.0,31.63192203025125,False,163.32,31.63192203025125
https://www.pararius.com/apartment-for-rent/den-haag/5d27273f/zeesluisweg,1390.0,2583 DS,50.0,2,,,,2024.0,1.0,"Lift
Shower
Toilet",Present,Not present,,A++,,Yes,Paid,No,"Description
Living at the harbor, living at the beach!
In the DockSide project you will find modern and comfortable homes, with a beautiful view of the harbor. The apartments are delivered turnkey where you only need to bring your belongings. From your home you are literally two minutes on the beach, where you can enjoy the sun and the sea. Or get a breath of fresh air.
You live in the harbor with many stores, restaurants and entertainment venues. The city of The Hague is also within easy reach. By streetcar you are within ten minutes in the center, where you can enjoy museums, theaters, concerts and other (cultural) activities and facilities.
Details:
Fully equipped with kitchen, sanitary and PVC floor
Accessible to all: ground floor apartments with elevator
Modern and comfortably furnished, A+/A++/A++ label
Private storage room in the apartment, lockers for surfboards available
The rental price does not include service charges
Service costs approx € 35,- per month
Available immediately
Minimum rental period is 1 year
Income requirement of at least 3.5 times the monthly rent
It concerns a newly built house, viewings are unfortunately not yet possible, you rent from impressions and floor plans
Parking
Mobility has a contemporary mix of private parking spaces in the rear garage and shared mobility. There is also a communal bike shed.
The current status of available apartments can be found on the project website in the housing finder.",False,,Vissershaven,den haag,369000.0,46.875,8.0,2.0,52,0,0.0,57.22707423580786,False,163.69,54.813684497816595
https://www.pararius.com/apartment-for-rent/nieuwegein/003e5e74/krijtwal,1253.0,3432 ZT,50.0,2,Upholstered,Unlimited period,,2021.0,1.0,"Cable TV
Lift
Fibre-optic connection
Intercom
Internet connection
Sewer connection
Shower
Storage space",Not present,"Present (52 m², located on the east)",,A+,Not present,Yes,,No,"Description
Modern and high-quality living with the modernized, lively center of Nieuwegein within walking distance? That's possible on the Krijtwal!
In the former office building on the Krijtwal one 2-room apartment of approximately 50 m2 with large garden and private parking place will become available. Because of the large windows, this ready-to-move-in home has a lot of natural light, is equipped with a beautiful PVC laminate floor, new kitchen, bathroom and separate laundry room and toilet with fountain.
The building is equipped with an elevator, central bicycle storage and around the apartment complex there is plenty of parking space. The location has excellent accessibility by car and public transport, it is within walking distance of the cosy city centre with all city amenities. In recent years, the centre of Nieuwegein has undergone a complete metamorphosis. You can go there for all your daily amenities. But also, for a successful day of shopping or enjoying one of the terraces.
Are you interested in the apartment? Send your interest to the e-mail address below;
Geldman Vastgoed Beheer
T. a. v. Jasper Geldman
Email: ******
Please only respond by e-mail. Unfortunately, given the many responses we receive per offered property, we unfortunately cannot answer everyone personally. We kindly ask for your understanding.
Highlights:
High finished apartment with modern kitchen;
Living area approximately 50 m2 with 52 m2 garden
House is centrally heated by means of a connection to the district heating network;
Service costs are € 202,75 total per month; broken down €150,- district heating, electricity and water and €52,75,- other service costs;
Apartments are equipped with maintenance-free window frames with HR ++ glass;
Apartments are located near the city centre of Nieuwegein with shops, restaurants, terraces and all amenities;
By car you can reach the A2, A12 and A27 within 5 minutes.
Private parking place in front of the building.
Public transport right on the doorstep. Within 30 minutes you are at Utrecht Central Station.
No rights can be derived from the content of this advertisement",False,52.0,Merwestein,nieuwegein,263000.0,46.875,14.0,15.0,47,0,0.0,40.96943231441048,False,163.84,40.96943231441048
https://www.pararius.com/apartment-for-rent/arnhem/6cafe509/bothaplein,1250.0,6814 AJ,65.0,4,Upholstered,Unlimited period,,1906.0,1.0,,Present,Not present,,A,Not present,Yes,Paid,No,"Description
PLEASE NOTE: Please respond by email.
Please describe the following points in the email:
Brief introduction about yourself
Current work situation/study and income
Possible guarantor
Current living situation
Telephone number
Located in Arnhem is this beautiful apartment with three bedrooms and a balcony on the Bothaplein. The apartment has a living area of 65 m2 and was completely renovated a few years ago.
Unique living in Arnhem. That is possible in this neighborhood. Bothaplein is located in the Transvaalbuurt neighborhood.
The house is easily accessible with many amenities in the area. Situated within walking distance of the center of Arnhem, walking distance from a supermarket and walking distance from a train station right next to the popular Sonsbeekpark. In addition, the nearest exit road in the vicinity is only a 5-minute drive away.",False,,Transvaalbuurt,arnhem,468000.0,60.9375,4.0,2.0,41,0,0.0,63.4410480349345,False,164.49,56.554920851528394
https://www.pararius.com/house-for-rent/noordwijkerhout/6aece6db/duinschooten,1295.0,2211 ZC,70.0,4,Furnished,,,1976.0,1.0,,,Present (200 m²),,D,,,,No,"Description
123wonen offers:
Beautiful holiday bungalow temporarily for rent until 01-04-2025
Description:
The Sollasi recreation park is located in the middle of the bulb fields, and a short distance from the beach and the dunes.
Layout:
Hall, 2 bedrooms, bathroom, living room with open kitchen, another spacious bedroom and spacious garden.
Special features:
- Immediately available
- Available until 01-04-2025 (extension not possible)
- The house is rented furnished
- Smoking is not allowed
- No pets
- Maximum 2 people or 1 family
- Own storage room
- NO brokerage for the tenant!
- House is a holiday home
Costs:
- Rent € 1295.00 per month
- Service costs € 60.00 per month
- Advance payment € 250.00 including gas, water and electricity
- Deposit: rent + service costs + possible advances for 1 month",False,200.0,Buitengebied Noordwijkerhout,noordwijkerhout,618000.0,65.625,10.0,15.0,14,0,0.0,80.55271366188397,False,165.73,61.10864550842171
https://www.pararius.com/apartment-for-rent/dordrecht/fab7f16c/javastraat,1200.0,3312 XE,65.0,2,Upholstered,Temporary rental,,1924.0,1.0,"Fibre-optic connection
Internet connection
Sewer connection
Shower
Storage space",Not present,Present (located on the south-west),,A,Present,Yes,Paid,No,"Description
Per Novemeber 1st, 2024 we have an unfurnished and recently partially refurbished ground floor apartment of about 65m² for €1.200,- excl G/W/E per month available. The house is fully equipped with a separate kitchen, living room with doors to the backyard, bedroom, modern bathroom with shower and sink and a separate toilet.
The house is located in the north of the Indische Buurt in Dordrecht. There are several schools within walking distance, in addition there are several amenities such as the gym and supermarket, stores, restaurants and other sports facilities nearby. Also, the Merwestein Park is around the corner if you want to get out for a walk.
The house is located on the ground floor and features a south-west facing garden.
Dordrecht center & Dordrecht Station are 5 minutes cycling distance from the apartment. Highways such as the A16 & N3 are easily accessible. In the street you have paid parking. Requesting a parking permit would need to be done through the municipality.
The entire house has been partially refurbished in 2022!
Details:
Available per November 1st, 2024;
Downstairs apartment of 65m² for €1.200,- excl. G/W/E per month.
Living room with doors to the garden;
Seprate storage in the garden shed;
Separate bedroom and kitchen;
Energy label: A
Deposit is equal to two months’ rent;
Smoking in the apartment is not allowed;
Pets are not allowed in the house;
Registration with the municipality is possible for 2 persons;
Public transport within walking distance to be within 10 min in Dordrecht center & 20 min in Papendrecht and Zwijndrecht.
If you are interested, please leave your contact information when sending a message. This way we can contact you better.
We do not shedule viewings over the phone. Responding to the advertisement can therfore be done through the ad itself and we will get in contact with you.",False,,Indische Buurt-Noord,dordrecht,355000.0,60.9375,14.0,2.0,41,0,0.0,47.84951293248237,False,165.79,47.84951293248237
https://www.pararius.com/apartment-for-rent/eindhoven/01274c31/grote-berg,1375.0,5611 KJ,80.0,2,Upholstered,,,2018.0,1.0,"Bath
Mechanical ventilation
Shower
Toilet",Not present,Present (175 m²),Nieuwe tuin 1,D,,Yes,Paid,,"Description
Upholstered apartment with garden for rent in Eindhoven with 1 bedroom in the Bergen district.",False,175.0,Bergen,eindhoven,399000.0,75.0,14.0,15.0,14,0,0.0,48.77947598253275,False,166.78,48.77947598253275
https://www.pararius.com/apartment-for-rent/helmond/95f4c51f/mierloseweg,1325.0,5707 AN,80.0,3,,,,2023.0,1.0,Mechanical ventilation,Present,Not present,,A+++,,No,,,"Description
Apartment with balcony for rent in Helmond with 2 bedrooms in the West district.",False,,West,helmond,245000.0,75.0,4.0,2.0,57,0,0.0,29.37336244541485,False,167.37,29.37336244541485
https://www.pararius.com/apartment-for-rent/tilburg/2ad2dabc/hoefstraat,1375.0,5014 NJ,51.0,2,Furnished,Unlimited period,,2024.0,1.0,,Not present,Present,,A+++,Not present,No,,No,"Description
Available from November 2, reservations open! Newly renovated and fully furnished 2-room apartment in a fantastic location in Tilburg. The apartments are new and luxuriously furnished and ready for you to move in. Perfectly and exclusively available for expats, international students or others looking for temporary residence.
The complex on the Hoefstraat has been transformed into a unique living experience, consisting of 5 one-bedroom apartments and 1 two-bedroom apartment. The beautiful building has the ideal location for you, with a quiet but lively neighborhood, and within a 5-minute commute from the city center. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the apartments have been carefully redecorated for optimal living comfort. From great furniture like a bed, cabinets and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Noord arterial road is just a short commute away, and the highway can be reached in just under a 10-minute drive.
Apartment 51 m2 | €1,400 exclusive.
The apartment has a new bathroom (with new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combination oven), a new bathroom, new furniture and new appliances. The apartment is located on the second floor and gives access to a shared backyard where bicycles can be stored covered.
Details:
Rental period between 1-12 months (exchange period is possible! ), deposit 2 months
Attractive and authentic apartment
Located in a quiet but lively neighborhood, close to the city center
Close to the university and public transport
Close to highways and a 10 minute drive from the highway
Energy label A++, low energy costs
Ready to move in, high quality finishing
Pets not allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested please contact us by sending a message directly to start your reservation.",False,,Sint Pieterspark,tilburg,291000.0,47.8125,10.0,2.0,57,0,5.75,44.916516825070644,False,167.48,44.916516825070644
https://www.pararius.com/apartment-for-rent/budel/9b6b23c9/dr-kuyperstraat,1200.0,6021 XD,79.0,2,Shell,Unlimited period,,2025.0,1.0,"Shower
Toilet",Present,Not present,,,Present,Yes,On private land,No,"Description
Apartment with balcony for rent in Budel with 1 bedroom in the Budel district.",False,,Budel,budel,321000.0,74.0625,8.0,2.0,41,4,0.0,39.74362942899785,False,168.81,39.74362942899785
https://www.pararius.com/apartment-for-rent/budel/e5fdce55/dr-kuyperstraat,1200.0,6021 XD,79.0,3,Shell,Unlimited period,,2025.0,1.0,"Shower
Toilet",Present,Not present,,,Present,Yes,On private land,No,"Description
Apartment with balcony for rent in Budel with 2 bedrooms in the Budel district.",False,,Budel,budel,321000.0,74.0625,8.0,2.0,41,4,0.0,39.74362942899785,False,168.81,39.74362942899785
https://www.pararius.com/apartment-for-rent/maastricht/6263fbeb/roserije,1295.0,6228 DP,104.0,6,Upholstered,Unlimited period,,1982.0,1.0,"Shower
Toilet",Not present,"Present (21 m², located on the west)",,C,Present,Yes,Public,No,"Description
Not for Students:
Quietly, yet centrally located in the De Heeg district, an excellently maintained 4-bedroom apartment on the ground floor and first floor with spacious living room with semi-open kitchen, sunny garden and four bedrooms and fully equipped with laminate flooring.
The apartment is located in a residential area in the 'De Heeg' district on the east side of Maastricht. All amenities such as public transport, schools and shops (De Roserije shopping centre) are within walking distance. Furthermore, the district is characterised by its good connections to the motorway (Eindhoven, Heerlen, Aachen), the centre of Maastricht and major institutions such as MUMC, MECC, University and Government in Randwyck.
Ground floor: Private entrance via garden:
Entrance/hall, meter cupboard, Spacious living room/living room with lots of natural light and access to the garden terrace via the hallway.
Semi-open kitchen with extension combination with refrigerator, 6-burner gas stove with large oven and double counter with sufficient cupboard space. Adjoining a spacious utility room/storage room.
First floor:
There are 4 bedrooms, two of which are adjacent. These are 10 and 9 m2. At the back of the building.
The spacious bedroom of 17m² is at the front, bedroom II 6 m2 is also located at the front.
The bathroom with shower with glass wall, washbasin with sink, towel heater, extra cupboard and a toilet.
The rental price is excl. G/E and internet.
For more information and/or to plan a viewing, please call ****** or email ******",False,21.0,De Heeg,maastricht,247000.0,97.5,14.0,9.35,22,0,0.0,26.37117903930131,False,169.22,26.37117903930131
https://www.pararius.com/apartment-for-rent/wageningen/5ca48be7/stadsbrink,1248.0,6707 AA,88.0,2,,,,1980.0,1.0,,Not present,,,A++,,Yes,Public,,"Description
Lovely apartment for rent in Wageningen with 1 bedroom in the De Buurt-Oost district.",False,,De Buurt-Oost,wageningen,275000.0,82.5,4.0,0.0,52,0,0.0,31.646288209606986,False,170.15,31.646288209606986
https://www.pararius.com/apartment-for-rent/den-haag/28f1a15e/zeesluisweg,1390.0,2583 DR,50.0,1,,,,2024.0,1.0,"Lift
Shower
Toilet",Present,Not present,,A+++,,Yes,Paid,No,"Description
Living at the harbor, living at the beach!
In the DockSide project you will find modern and comfortable homes, with a beautiful view of the harbor. The apartments are delivered turnkey where you only need to bring your belongings. From your home you are literally two minutes on the beach, where you can enjoy the sun and the sea. Or get a breath of fresh air.
You live in the harbor with many stores, restaurants and entertainment venues. The city of The Hague is also within easy reach. By streetcar you are within ten minutes in the center, where you can enjoy museums, theaters, concerts and other (cultural) activities and facilities.
Details:
Fully equipped with kitchen, sanitary and PVC floor
Accessible to all: ground floor apartments with elevator
Modern and comfortably furnished, A+/A++/A++ label
Private storage room in the apartment, lockers for surfboards available
The rental price does not include service charges
Service costs approx € 35,- per month
Available immediately
Minimum rental period is 1 year
Income requirement of at least 3.5 times the monthly rent
It concerns a newly built house, viewings are unfortunately not yet possible, you rent from impressions and floor plans
Parking
Mobility has a contemporary mix of private parking spaces in the rear garage and shared mobility. There is also a communal bike shed.
The current status of available apartments can be found on the project website in the housing finder.",False,,Vissershaven,den haag,369000.0,46.875,8.0,2.0,57,0,0.0,57.22707423580786,False,170.34,56.463684497816594
https://www.pararius.com/apartment-for-rent/groningen/d0ff2fbe/jan-ensinglaan,1295.0,9744 GP,95.0,3,Furnished,,,2009.0,1.0,,,Not present,,A,,,,No,"Description
123Wonen The rental agent offers:
Spacious furnished apartment with energy label A.
Location: Jan Ensinglaan, Groningen (Hoogkerk)
SUMMARY
- Suitable for 1 person, a couple or small family
- Income requirement applicable: € 4.375,- gross
- Available from the 1st of November for minimal 12 months
Spacious furnished apartment for rent immediately for a fixed period of 12-24 months. The property is located in Groningen near Hoogkerk, facilities such as supermarkets, stores, sports facilities, recreational lake and bus service to the center are within walking distance. In addition, there is space for one car in the covered parking garage, under the building and roads like the A7 are nearby.
Interested? Please contact us to schedule a viewing!
LAY OUT
Ground floor: entrance: common porch
Third floor: entrance hall, spacious living room with open kitchen (with appliances) and access to the balcony, two bedrooms, bathroom and storage room.
GENERAL INFORMATION
- Fully furnished;
- Energy label A;
- For 1 person, a couple or small family;
- There is one parking spot available in the covered parking lot;
- Private bicycle storage
- Pets and smoking not allowed;
- Income requirement applicable.
RENTAL/PERIOD
Available from the 1st of November for minimal 12 months.
Rent price € 1,295, - excluding utilities. These contracts are in your own name.
Rent including depreciation furniture and soft furnishings: € 1.382,-.
Deposit: € 1.382,-
---
123Wonen Groningen acts as a rental agency for the owner. For this item, therefore, no mediation costs apply. If you want to rent after the tour, the first payment is € 150, this is to reserve the property.
Did you cancel your previous rental home or are you going to do it? Tell us your previous landlord and if 123Wonen can act as a rental agent, you will receive € 100, -.
Do you find this offer on a website other than 123Wonen? Check out our own website for the current offer: ******
For more information or a non-obligationary visit:
123Wonen Groningen
Kraneweg 23
9718 JZ Groningen
******",False,,Hoogkerk-Zuid,groningen,270000.0,89.0625,10.0,0.0,41,0,0.0,30.410940013789933,False,170.47,30.410940013789933
https://www.pararius.com/apartment-for-rent/rijnsburg/5ffaa598/keurmeesterhof,1395.0,2231 JL,70.0,3,Furnished,,,2016.0,1.0,Basement,Present,Not present,,A,,,,No,"Description
Location:
This fairly new (built in 2016) tastefully furnished apartment is perfectly located in the middle of the bulb fields. The center of Leiden is about 4 kilometers away and the beach about 5 kilometers away. The A44 towards Amsterdam or The Hague can be reached within 3 minutes by car.
This complex also has a swimming pool, sauna and fitness that you can use!
Layout:
On the ground floor you will find the storage room of 6 m2.
You take the stairs or the elevator to the fourth floor where you will find the apartment. The format is:
Hall, bedroom / office, toilet, bathroom, storage room with washing machine and dryer, large bedroom, living room with semi-open kitchen and access to the balcony, which is located on the southwest.
Particularities:
- Available immediately
- The house is rented unfurnished
- Smoking is not allowed
- No pets
- Available indefinite, minimum of 12 months
- Not suitable for students
- Maximum 2 people or 1 family
- NO commission for the tenant!
Cost:
- Rental price €1395,00 per month
- Service costs: €22,00 including wellness
- Excluding G/W/E/internet/local taxes
- Total rental price: €1417,00 per month
- Deposit: rent + service costs for 1 month
123Wonen Leiden acts as a rental agent for the owner in this accommodation. There are therefore no brokerage fees for this object. Do you find this offer on a website other than ******? Check our own website for the current offer: ******
Tip us a landlord and if 123Wonen is allowed to act as a rental agent there, you will receive € 100.00 as a thank you after successful mediation.
Registration and conditions see ******
For more information or a no-obligation viewing, we invite you to contact us via ******",False,,Frederiksoord-Noord,rijnsburg,411000.0,65.625,10.0,2.0,41,0,0.0,53.6394260761073,False,172.26,53.6394260761073
https://www.pararius.com/apartment-for-rent/budel/4aabfd3f/dr-kuyperstraat,1200.0,6021 XD,84.0,2,Shell,Unlimited period,,2025.0,1.0,"Shower
Toilet",Present,Not present,,,Present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Budel with 1 bedroom in the Budel district.",False,,Budel,budel,321000.0,78.75,8.0,2.0,41,4,0.0,38.68746101060512,False,172.44,38.68746101060512
https://www.pararius.com/apartment-for-rent/budel/e21bf76e/dr-kuyperstraat,1200.0,6021 XD,84.0,3,Shell,Unlimited period,,2025.0,1.0,"Shower
Toilet",Present,Not present,,,Present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Budel with 2 bedrooms in the Budel district.",False,,Budel,budel,321000.0,78.75,8.0,2.0,41,4,0.0,38.68746101060512,False,172.44,38.68746101060512
https://www.pararius.com/apartment-for-rent/tilburg/2de8bac4/noordstraat,1302.0,5038 EJ,71.0,2,Furnished,Temporary rental,,2024.0,1.0,,Not present,"Present (125 m², located on the south-east)",,,Not present,No,,No,"Description
Brand New Maisonette for Rent at Spoorlaan – Tilburg City Center (SHORT STAY)
Are you looking for a stylish, fully furnished short-stay property in a prime location in the heart of Tilburg? This brand-new maisonette, spread over the first and second floors, is exactly what you’re looking for! Available for a maximum of 6 months, this home offers all the comfort and convenience you could need, combined with a fantastic location right across from the Central Station.
Layout: Upon entering the first floor, you step directly into the spacious and bright living room, perfect for relaxation. The living room is fully furnished with a comfortable sofa, chair, and modern TV. The open kitchen is brand new and equipped with all modern amenities, including a cooktop, built-in fridge-freezer combo, oven-microwave combo, and a dishwasher—everything you need to cook up a storm!
On the second floor, you'll find the spacious bedroom with a luxurious box spring bed and large windows that let in plenty of daylight. The bedroom provides access to a beautifully finished bathroom with a modern shower and sink. Additionally, the maisonette features a small but practical outdoor space, ideal for enjoying your morning coffee in the sun or a quiet evening.
Location: The maisonette is located on Spoorlaan, directly across from Central Station. This makes it the perfect spot for anyone who needs quick access to the train or wants to enjoy all that Tilburg has to offer. The bustling city center with its variety of restaurants, cafes, and shops is just a short walk away. Nearby, you’ll also find the trendy Spoorzone, known for its creative hotspots like the LocHal and Deprez building. Attractions such as the Pathé cinema, the Textile Museum, and the Piushaven are also within easy reach.
Supermarkets and other daily amenities are within walking distance, and with the highway and Ringbaan-West just minutes away by car, you can easily leave the city when needed.
In summary: This maisonette is the ideal temporary home for those who want to live centrally, comfortably, and worry-free in the heart of Tilburg. Perfect for a short-stay of up to 6 months!
Conditions:
All-inclusive rental price: € 1700,- per month, including furniture, gas, water, electricity, TV, internet, and municipal taxes and services
Maximum rental period: 6 months
Security deposit: € 1700,-
Please note: The furniture shown in the photos is for illustration purposes only and may differ from the actual furnishings.",False,125.0,Binnenstad West,tilburg,257000.0,66.5625,14.0,15.0,41,0,3.25,32.806630174057446,False,172.62,32.806630174057446
