Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Gemeente,Gemiddelde WOZ,Punten
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,474000.0,177.75
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,427000.0,171.33
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,545000.0,187.92
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,322000.0,156.69
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,544000.0,187.84
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,455000.0,175.36
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,458000.0,175.58
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,333000.0,157.49
https://www.pararius.com/apartment-for-rent/wormer/0212a809/kokerstraat,1067.0,1531 DX,60.0,2,Upholstered,Unlimited period,,2016.0,1.0,"Lift
Shower",Present,Not present,,A,Present,Yes,On private land,Yes,"Description
For rent in Wormer, near Amsterdam. Well kept, modern and bright two-bedroom apartment with parking in the garage.
Rental price € 790, excl. Service costs € 160.04 per month (including parking and advance water and heating). Total € 950, - per month.
Strikingly beautiful this apartment is the living room with access to the balcony across the entire width of the apartment.
The apartment is finished in a light color. The modern laminate flooring is throughout the apartment (hall, bedroom, living room). The fully tiled bathroom is v.v. a shower and washbasin. In a separate utility room contains the washing machine connection and setup c.v. boiler.
Format.
Ground floor: entrance with intercom system, staircase, elevator and access to the basement.
Apartment: entrance / hallway, utility room with washer and setup boiler, bedroom, separate toilet, nice bathroom with shower and sink, living room with access to the balcony and modern open kitchen in bright colors with gas hob, hood, microwave -oven, dishwasher, refrigerator and recessed spotlights.
The apartment is within walking distance of shops, public transport, schools and sports facilities. A short bike ride from leisure of nature and recreation It Zwet, Zaanse Schans and Kalverpolder.
Specifics:
-Year 2010;
-Living Area 60 m2, balcony 13 m2;
Content 189 m3;
-Closed Entrance with elevator and staircase;
-Intercominstallatie;
Closed and secured parking garage with electric garage door
and closed (joint) bicycles;
-Servicekosten € 160.04 per month (including parking and advance water and heating).
Total € 950, - per month.
2 months deposit
Acceptance, about the end of January 2017, in consultation.
Registration fee (tenant)
The tenant pays no registration fee.
Rental costs (tenant)
We charge a one-time administrative fee to the tenant.
Rent allowance
Visit the website of the tax authority to determine whether you have housing benefits.
general
To qualify for this property you must meet certain conditions. Below we summarize those conditions.
income Standard
Your gross income should be approximately 3-4 times the price. Any commitments (such as alimony, personal loans e. D.) Placed on the income deducted. Another option to meet this standard, a ""bail"". At a bail condition someone guarantees the tenant; This person does meet the income standard.
Visits
If you want to make a viewing appointment for this property, please send us an email using the information below:
Your name
Full address of the selected property
Application:
On the application form are requested m. B. t. your income. In addition to these data, you must attach a recent payslip. If you do not have an employer, you must provide a recent annual statement of your income. Self-employed persons must submit a recent, auditors or trust formatted balance sheet and profit and loss account. A copy of your identity card must be attached to the application form.
Both the applicant and any partner should provide this information.
Disclaimer
No rights can be derived from the information provided. If you wish to have certainty about the information and timeliness thereof, please contact your Partner in Property Affairs.
Your Partner in Real Property can not be held liable for any consequences or damage relating to the information",False,,Molenbuurt,wormer,331000.0,157.34
https://www.pararius.com/apartment-for-rent/eindhoven/44fac0f5/kruisstraat,900.0,5612 CH,15.0,2,Furnished,Temporary rental,,1980.0,1.0,,Not present,Not present,,,Not present,Yes,Paid,No,"Description
Pleasant apartment for rent in Eindhoven with 1 bedroom in the Hemelrijken district.",False,,Hemelrijken,eindhoven,279000.0,37.32
https://www.pararius.com/apartment-for-rent/leiden/9b064791/hooigracht,995.0,2312 KV,45.0,1,Upholstered,Unlimited period,,1650.0,1.0,"Shower
Toilet",Not present,Not present,,C,Not present,No,,No,"Description
Spacious studio (approx. 45m2) in the center of Leiden.
The house has a semi-closed kitchen. Bathroom has a shower cabin, sink and toilet.
Deposit €995
Due to many responses, please respond by email!",False,,Pancras-West,leiden,444000.0,137.24
https://www.pararius.com/apartment-for-rent/sappemeer/07291c0f/noorderstraat,1100.0,9611 AW,96.0,2,Shell,,,1839.0,1.0,Cable TV,Not present,Present (24 m²),achtertuin,C,,Yes,Public,,"Description
Lovely apartment with garden for rent in Sappemeer with 2 bedrooms in the Polder De Nijverheid district.",False,24.0,Polder De Nijverheid,sappemeer,270000.0,156.68
https://www.pararius.com/apartment-for-rent/assen/5dce4ab2/dr-a-f-philipsweg,960.0,9403 AC,66.0,4,Upholstered,,,1970.0,1.0,"Roof terrace
Shower
Toilet",Not present,,,,,Yes,Public,,"Description
Great opportunity in Assen!
An apartment is immediately available for rent on Doctor A.F. Philipsweg. This spacious apartment with 3 bedrooms and a private rooftop terrace is perfect for young families, first-time renters, and expats looking for a comfortable and modern home.
Location
This apartment is conveniently located in Assen, allowing you to enjoy all the benefits of living in this vibrant city. Situated in a business area, you are close to various amenities and shops. Additionally, major roads and public transportation are easily accessible, making it quick and simple to travel to surrounding cities.
Layout
Upon entering, you are welcomed into the bright and spacious living room. The room is currently being fitted with a new floor, ensuring a fresh and modern look. The separate kitchen is fully equipped and provides ample space to prepare delicious meals.
The apartment features three bedrooms, providing plenty of space for a family or for setting up a home office. The bathroom includes a toilet, sink, and shower. Plus, you can enjoy the luxury of a private rooftop terrace, perfect for relaxing and enjoying the outdoors without the hustle and bustle of the city.
Availability
This apartment will be available for rent starting November 1st. The property is currently being painted, and with the new floor in the living room, it will be fully ready for occupancy soon.
Target Audience
This apartment is ideal for young families, first-time renters, and expats seeking a comfortable and modern home in Assen. Its convenient location and many nearby facilities make it a perfect choice for anyone looking to enjoy life in this lively city.
Interested?
Are you interested in this beautiful apartment in Assen? Contact us soon to schedule a viewing. We look forward to welcoming you to this wonderful apartment that will soon be ready to move in!
GOOD TO KNOW:
Available for rent from November 1, 2024
Security deposit: one month’s rent
Rent: €960.00 excluding utilities and other expenses
Pets are not allowed
Note: If you're interested in renting a private apartment or room from Tuitman Vastgoed, please respond via the advertisement or by email with a detailed introduction about yourself, including a description of your income. Based on this information, we will decide whether or not to invite you for a viewing. If no information is provided, we will not respond. It is not possible to schedule a viewing by phone.
Currently, there is a significant shortage of rental properties in the Netherlands. As a result, we receive a large number of inquiries from prospective tenants. Unfortunately, we may not be able to respond to every request, which means we may not be able to process your application. We ask for your understanding.
Despite our careful preparation of the advertisement, there may be discrepancies between the final rental terms and the advertisement. The rental agreement is always binding. No rights can be derived from this advertisement.
Good Landlordship: Tuitman Vastgoed holds a landlord's permit. All our rental prices in the rental agreement comply with current legislation. No rights can be derived from the rental prices mentioned in the advertisement.",False,,Havenkanaal Zuidzijde,assen,,
https://www.pararius.com/apartment-for-rent/roosendaal/9f7a0706/molenstraat,937.0,4701 JV,47.0,2,Upholstered,,,1950.0,1.0,,Not present,Not present,,A,,No,,,"Description
Nice apartment for rent in Roosendaal with 1 bedroom in the Centrum-Oud district.",False,,Centrum-Oud,roosendaal,229000.0,120.34
https://www.pararius.com/apartment-for-rent/groningen/ad04c77d/helper-oostsingel,1094.0,9722 AW,51.0,2,Upholstered,Unlimited period,,2021.0,1.0,"Shower
Toilet",Not present,Not present,,A+++,Not present,Yes,,No,"Description
Introduction:
A well-kept apartment with a separate bedroom and parking option, available immediately on Helper Oostsingel in Groningen. This apartment offers the perfect combination of space, comfort, and a fantastic location.
Location:
The location of this apartment is excellent. The center of the Helpman neighborhood is within walking distance, and you can reach the city center of Groningen in just a few minutes by bike.
Layout:
The living room with an open kitchen has an area of approximately 20 m². The kitchen is fully equipped with modern amenities, including a built-in extractor hood, combi oven/microwave, fridge-freezer, induction hob, and dishwasher. Through French doors, you can access the private balcony of around 7 m².
In addition, the apartment has a lovely bedroom of about 13 m² with plenty of natural light. The modern bathroom is approximately 5 m² and features a luxurious vanity unit and a floating toilet. The apartment also offers about 4 m² of storage space, allowing you to neatly store all your belongings.
In short, this apartment provides a comfortable and pleasant living space with luxury amenities. It is ideal for a couple or starters looking for a place to live in Groningen.
Accessibility:
This apartment is easily accessible by both car and public transport. The Central Station is only a 10-minute bike ride away, and by car, you can reach the Ring Road and the A28 highway in just a few minutes.
Parking:
Private parking space available for €65 per month.
Features:
Delivered semi-furnished
Separate bedroom
Modern bathroom and kitchen
Gas-free apartment
Additional Information:
Rent is €1,093.65 including service costs and depreciation of movable property
Security deposit equals 1 month’s rent
Suitable for couples and starters
Available immediately
Interested?
If this apartment has caught your interest, respond quickly to this ad. The rental agent will soon organize an open house.",False,,Helpman,groningen,283000.0,157.04
