Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max
https://www.pararius.com/apartment-for-rent/amsterdam/56b72f4e/baden-powellweg,1450.0,1069 LH,35.0,1,Furnished,Temporary rental,,1965.0,1.0,Toilet,Not present,Present,,F,,Yes,Public,,"Description
High-quality finished studio apartment in Osdorp (STUDENTS ONLY)
This is a completely new studio, on the first floor of the complex. Living space of 30 m2, luxury laminate flooring, modern kitchen and bathroom. The property is furnished and has a practical layout with all living conveniences.
In short, a beautiful new apartment and never used before!
In front of and around the complex you will find lots of greenery, free parking and there is enough space to park your bicycle. Within walking distance of the apartment you will find shopping center ""Dukaat"" with a diversity of shops including a supermarket and various local shops. The well-known Osdorpplein with theater, gym and various clothing stores is within cycling distance of the property. In addition, the Sloterplas and Sloterpark with many recreational opportunities are also nearby.
Tram stop line 1 is a few minutes' walk away, it goes to Lelylaan train station and Muiderpoort station as its final destination. Switching to line 17 is easy and takes you to Kinkerstraat, Dam Square and Central Station, among others.
The accessibility by car is also good. In addition to free parking in the entire area, there are also various access roads to the Ring A10, the A9, the A4 and the A5. Schiphol Airport is easily and quickly accessible, as well as cities such as Haarlem, Hoofddorp, Utrecht and The Hague.
Features:
Living area of 30 m2
Completely new and no one has lived there before
Furnished apartment
Maximum one person
Rental price € 1.450,-",False,,Osdorp-Midden,amsterdam,381000.0,32.8125,4.0,2.0,-9,0,0.0,73.53587024329383,False,63.92,34.10496218028697
https://www.pararius.com/apartment-for-rent/amsterdam/3330bafd/schoonboomstraat,2750.0,1069 BG,120.0,5,Furnished,,,2024.0,1.0,"Bath
Lift
Roof terrace
Toilet",Present,Present,plaats,A+++,Present,,,Yes,"Description
Extremely energy efficient A+++ new build apartment.
Unique house with 4 rooms (3 bedrooms) spread over 2 floors with large private terrace and private parking space.
This beautiful neighborhood has undergone many improvements and renovations in recent years, making it a particularly attractive place to live.
Green surroundings: Amsterdam Nieuw-West is known for its large number of parks and green spaces. The nearby Sloterpark and Sloterplas offer plenty of opportunities for walking, cycling, sports or simply relaxing in nature. This makes it a quiet and (child) friendly neighborhood.
Good accessibility: Schoonboomstraat is well connected to the rest of Amsterdam by various public transport connections, such as trams, buses and metros. The A10 ring road is also close by, so you can quickly reach the highway.
Multicultural neighborhood: Nieuw-West is a diverse and multicultural neighborhood, which translates into a wide range of shops and restaurants. This allows you to enjoy all kinds of different cuisines and cultures, which creates a lively atmosphere.
Amenities: The neighborhood has various schools, childcare, sports facilities and shopping centers. Shopping center Osdorpplein, for example, is an important hub for groceries and shopping.
Shops near Schoonboomstraat:
Local neighborhood shops: Around Schoonboomstraat there are several smaller shops, such as bakers, butchers, greengrocers and toko's. This makes it convenient for daily shopping without having to travel far. In the area you can also find Turkish, Moroccan and other international shops with a wide range of world products. Shopping center Osdorpplein:
Osdorpplein is a short distance from Schoonboomstraat and is an important shopping area in Amsterdam. Here you will find a wide variety of shops, such as:
Supermarkets: Albert Heijn, Lidl, Jumbo, and Marqt for daily shopping.
Fashion stores: Clothing stores such as H&M, Zeeman, and Shoeby.
Specialty stores: Drugstores such as Kruidvat and Etos, but also bookstores, electronics stores (MediaMarkt) and jewelers.
Restaurants and eateries are located near Schoonboomstraat:
International cuisines:
Amsterdam Nieuw-West, is a multicultural neighborhood with many diverse eateries. Here you will find restaurants with cuisines from Turkey, Morocco, Suriname, and the Middle East. Think of kebab shops, grill rooms, local eateries, coffee shops and small eateries where you can get delicious falafel or döner.
Conclusion:
Schoonboomstraat is located in a quiet residential area in a lively neighborhood with a wide range of shops and eateries. You can choose between large shopping centers such as Osdorpplein, many smaller local shops, as well as various restaurants that serve international cuisines. This makes it a practical, pleasant and diverse place to live, with all necessary amenities within easy reach.
In short, the combination of nature, good accessibility and diversity makes Schoonboomstraat in Amsterdam Nieuw-West a nice place to live.
The rent excludes the costs of use, heating, gas, water, electricity and municipal residents' taxes.
Offered rental agreement of model C for 12 months with optional option to extend.",False,,Osdorp-Midden,amsterdam,381000.0,112.5,4.0,2.0,57,0,0.0,39.8646288209607,False,215.36,39.8646288209607
https://www.pararius.com/apartment-for-rent/valkenswaard/91066e33/markt,1400.0,5554 CA,78.0,3,,,,1999.0,1.0,"Lift
Mechanical ventilation",Present,Not present,,B,,Yes,,,"Description
Beautiful apartment with balcony for rent in Valkenswaard with 2 bedrooms in the Centrum district.",False,,Centrum,valkenswaard,338000.0,73.125,4.0,2.0,34,0,0.0,41.92285298398835,False,155.05,41.92285298398835
https://www.pararius.com/apartment-for-rent/arnhem/ab4a2b49/patersstraat,1195.0,6828 AG,33.0,2,Furnished,Temporary rental,,2021.0,1.0,Lift,Not present,Present,,,Not present,Yes,Permit,No,"Description
PLEASE NOTE, THE APARTMENTS AND STUDIOS ARE RENTED ON A SHORT-STAY BASIS. THE MAXIMUM RENTAL PERIOD IS 6 MONTHS.
Central, new and special living in Arnhem. The new-build complex is located on the particularly conveniently located Patersstraat, in the center, within walking distance of the parks Sonsbeek and Zijpendaal, theaters (Musus Arnhem and Stadstheater), Arnhem Central and nightlife center Korenmarkt. There are also several nice, trendy shops in the vicinity and you are within 5 minutes at Arnhem Velperplein Station.
The brand new furnished apartment is located on the 2nd floor and can be reached via the elevator or the staircase. Upon entering the apartment you immediately walk into the spacious living room with open kitchen.
The living room, as well as the entire apartment, has a PVC herringbone floor. The old pink accents, luxurious finish and modern kitchen give a modern and attractive feeling. Due to the large amount of natural light, this apartment welcomes you with open arms!
The modern dark kitchen is equipped with all appliances, such as a fridge with freezer, combi oven, dishwasher and 2-burner induction hob with extractor. There is also sufficient storage space.
The bedroom has air conditioning, a double bed with mood lighting, a spacious closet and here again there is plenty of light.
The modern finished bathroom has a rain shower, floating toilet, design radiator and sink. In addition, a herringbone motif has been chosen for the tiling that makes the whole particularly attractive. The shower enclosure is finished with a black aluminum frame.
De rentalprice excludes:
Heating
Electricity
Water
Tv en internet",False,,Hommelstraat,arnhem,234000.0,30.9375,8.0,2.0,41,0,5.75,46.96466851925367,False,132.12,44.43521561135372
https://www.pararius.com/house-for-rent/steensel/37a1295e/koppelen,1475.0,5524 AB,76.0,2,Upholstered,Unlimited period,,2020.0,1.0,"Shower
Toilet",Not present,Present (located on the north),,A,Present,No,,Yes,"Description
Type: Corner house
Location: Steensel
PLEASE NOTICE, REGISTRATION IS NOT POSSIBLE AT THIS ADDRESS.
Beautiful house, at a wonderful location.
Do you love to relax in nature after work, and do you value a good finish and insulation? Then this is an excellent opportunity for you.
Immediately we have this beautiful corner house available, located in the quiet and cosy Steensel. The property has a private garden, which looks out over the countryside and has an unobstructed view. Plus, there is a private storage / garage available.
Also, the house is conveniently located to companies like ASML, the High Tech Campus or in the direction of Eersel.
Global description:
Entrance to the hall through the side door, which provides access to the living room and toilet.
Spacious living room with a sleek tiled floor and a sliding door to the garden. The glazing runs from floor to ceiling and therefore provides plenty of natural light. From an open staircase you can reach the 1st floor.
Connected you will find the kitchen which has several appliances including a refrigerator, dishwasher, microwave oven combination and also a 4-burner induction hob with extractor.
1st floor:
Modern bedroom with dormer window and PVC floor.
From the bedroom you can also enter the bathroom which has a shower, sink and toilet.
Garage:
Very spacious garage and completely private at your disposal, equipped with electricity points and a water connection.
The landlord would like to rent out the property for three months.
Rent is excluding costs for gas, water and electricity consumption (own name) and TV + internet (price n.o.t.k.)",False,,Verspreide huizen Steensel,steensel,604000.0,71.25,8.0,2.0,41,0,4.0,75.70466559411629,False,192.9,66.64503964605838
https://www.pararius.com/apartment-for-rent/arnhem/3b5ebcd8/verlengde-hoflaan,555.0,6822 EA,21.0,1,Upholstered,Unlimited period,,1906.0,1.0,,Not present,Not present,,A,Not present,No,,No,"Description
Comfortable apartment for rent in Arnhem in the Klarendal-Zuid district.",False,,Klarendal-Zuid,arnhem,236000.0,19.6875,4.0,-5.0,49,0,0.0,65.07465169473903,False,111.5,43.81151005926388
https://www.pararius.com/apartment-for-rent/almere/f701b257/james-cookroute,1895.0,1363 KE,73.0,3,Furnished,,,2009.0,1.0,"Cable TV
Mechanical ventilation
Shower
Toilet",Not present,Present,"achtertuin, voortuin",A,,Yes,On private land,No,"Description
Beautiful apartment with garden for rent in Almere with 2 bedrooms in the Columbuskwartier Zuid district.",False,,Columbuskwartier Zuid,almere,426000.0,68.4375,8.0,2.0,41,4,0.0,54.4830412155291,False,177.92,54.4830412155291
https://www.pararius.com/apartment-for-rent/haarlem/cc5f17c8/drossestraat,1775.0,2011 XW,115.0,4,,Unlimited period,,2011.0,1.0,,Not present,,,A,,No,,No,"Description
U HEEFT EEN OBJECTCODE NODIG ALS U ONS BELT. DE CODE IS: 7 9 2 2 6
Bezichtiging
Wij plannen alleen een bezichtiging wanneer u een Qii account heeft aangemaakt en uw gegevens via DigiD aan ons, ter inzage, heeft vrijgegeven.
LET OP: Minimaal inkomen van 85.200
Viewing 
We will only schedule a viewing if you have created a Qii account and released your details to us for inspection with DigiD.
Omschrijving
Bent u op zoek naar een mooie en ruime maisonnette woning in het bruisende Haarlem? Dan is deze 4-kamerwoning misschien een geschikte woning voor u! 
Woning 
Prachtig en zeer ruime maisonnette op de 2de etage, midden in het centrum van Haarlem! Voorzien van centrale verwarming en dubbele beglazing. Entree met toilet, 3 slaapkamers (13,31m², 7,69m² en 14,85 m²) en de badkamer met douchecabine, bad, dubbele wastafel en design radiator. Apart toilet. De woonkamer is via een trap bereikbaar op de bovengelegen etage en heeft prachtig uitzicht over Haarlem en de Jopen kerk. Luxe open keuken voorzien van diverse inbouwapparatuur zoals een koel-vriescombinatie, combioven, vaatwasser en kookplaat en afzuigkap. Bergkast met Individuele CV-ketel.
Woonomgeving 
Wonen in dit complex is voor de liefhebber van rust in de woning, maar alle drukte en gezelligheid op loopafstand.? Restaurants, terrasjes, bioscoop (Pathé), de Jopen kerk en winkels op loopafstand. Indien u NIET voldoet aan de hiernavolgende inkomenseisen, is het niet mogelijk de woning aan te huren.? 
Bijzonderheden 
Beschikbaar circa per half november
Bouwjaar 2011
Energie index 1,26 (A)
3 slaapkamers
Balkon
Luxe keuken met inbouwapparatuur
Badkamer met douche
Inpandig en externe berging 
Woning wordt ongemeubileerd verhuurd 
Huurder dient zelf zorg te dragen voor het sauzen of behangen van de muren en wanden en het leggen van een vloerbedekking 
Huurprijs is exclusief servicekosten van ca € 72,62 (incl water )per maand 
Huurder dient zelf gas en/of elektra en water aan te vragen
Inkomenseis
Kredietwaardig en voldoet aan inkomensnormen (48x de netto huur als?bruto jaarinkomen);?????? 
Bij één inkomen dient het bruto jaarsalaris minimaal ca. 48 keer de maandhuur van de woning te zijn (bij deze woning van € 1775- huur per maand, is het bruto jaarsalaris dus minimaal ca. € 85.200-). Bij twee inkomens dienen de twee bruto jaarsalarissen samen minimaal 48 keer de maandhuur van de woning te zijn.
Waarborgsom van tweemaal de netto huur € 3550,-
Huurperiode 
Een huurovereenkomst voor ten minste één jaar en wordt daarna automatisch verlengd voor onbepaalde tijd;
Na de minimale huurperiode van één jaar bedraagt de opzegtermijn voor de huurder één maand; 
De huurperiode kan op elke dag van de maand ingaan. Yvastgoed bepaald de ingangsdatum van de huur.
Toewijzing 
Maximaal twee volwassen personen op de huurovereenkomst; 
Toetsing inkomen op alle contractanten, zegt één contractant op zal er opnieuw een toetsing worden gedaan, is het inkomen onvoldoende dienen alle contractanten op te zeggen;
Huurder dient stabiel, vast en toereikend inkomen uit werk te hebben; 
Woning wordt niet verhuurd aan studenten; 
Friends-contracten worden niet verstrekt; 
Garantstelling (door bijvoorbeeld ouders) worden niet geaccepteerd; 
De woning kan niet als pied-à-terre?worden gehuurd; 
Huurder dient zich op het adres in te schrijven bij de gemeente; 
Huurders van Ymere die een sociale huurwoning achterlaten krijgen voorrang, met uitzondering van een tijdelijk contract;
Een creditcheck maakt onderdeel uit van onze toewijzingsprocedure, bij aanmelding verleent u hiervoor automatisch toestemming;
Parkeren 
Op straat is het betaald parkeren, voor de kosten kunt u kijken op de website van de gemeente.  
Wanneer u een eigen parkeerplaats wenst kunt u via Parkeerruimte (******) nagaan of er een parkeerplaats, in de buurt, beschikbaar is om te huren.
Overnames
-Laminaat 
-Raambekleding 
*Deze aanmelding is met zorg samengesteld, de informatie die wordt verstrekt is echter indicatief er kunnen geen rechten aan worden ontleend.",False,,Vijfhoek,haarlem,520000.0,107.8125,4.0,0.0,41,0,0.0,54.74558572242263,False,207.56,54.74558572242263
https://www.pararius.com/apartment-for-rent/groningen/38412752/helper-oostsingel,2540.0,9722 AV,100.0,3,Upholstered,Unlimited period,,2024.0,1.0,"Fibre-optic connection
Shower
Storage space",Not present,Not present,,A+++,Not present,Yes,Garage,No,"Description
Apartment for rent in Groningen with 2 bedrooms in the Helpman district.",False,,Helpman,groningen,283000.0,93.75,8.0,-5.0,57,0,0.0,31.35807860262009,False,185.11,31.35807860262009
https://www.pararius.com/apartment-for-rent/groningen/0967cb1e/schuitendiep,1575.0,9711 RA,72.0,2,,,,1850.0,1.0,,Not present,,,F,,,,,"Description
Beautiful apartment for rent in Groningen with 1 bedroom in the Binnenstad-Zuid district.",False,,Binnenstad-Zuid,groningen,283000.0,67.5,4.0,0.0,-9,0,0.0,36.16399805919457,False,95.06,32.55911935953421
https://www.pararius.com/apartment-for-rent/den-haag/ce6de1ba/schoolstraat,2495.0,2511 AX,125.0,3,Upholstered,,,1600.0,1.0,,Not present,Not present,,A,Present,Yes,Public,No,"Description
CHARACTERISTIC SPACIOUS 3 ROOM APARTMENT IN THE CENTER WITH A HUGE TERRACE!
Layout:
Common entrance on the ground floor, via a staircase to the 2nd floor where the apartment is located. In the spacious hall is the 1st toilet and where the 2 bedrooms are located and also the bathroom which is equipped with a shower, sink and toilet. The beams on the ceiling give the house a lot of atmosphere! The very spacious living room gives access to the luxury kitchen which is equipped with all necessary equipment with patio doors to the terrace of no less than 45m2!!
There are modern oak floors throughout the house.
Downstairs in the complex is the bicycle shed which you share with 1 resident of the complex.
available from November 1, 2024
apartment will be delivered upholstered
rent; 2495,- Excl. gas, water and electricity
deposit 2500,-
storage
No house sharing allowed",False,,Kortenbos,den haag,317000.0,117.1875,8.0,-5.0,41,0,0.0,32.07423580786026,False,193.26,32.07423580786026
https://www.pararius.com/apartment-for-rent/groningen/a687092f/helper-oostsingel,1990.0,9722 AV,75.0,3,Furnished,Unlimited period,,2024.0,1.0,"Lift
Fibre-optic connection
Shower
Storage space",Present,Not present,,A+++,Not present,Yes,Garage,No,"Description
Beautiful apartment with balcony for rent in Groningen with 2 bedrooms in the Helpman district.",False,,Helpman,groningen,283000.0,70.3125,8.0,2.0,57,0,0.0,35.477438136826784,False,172.79,35.477438136826784
https://www.pararius.com/house-for-rent/dronten/45341119/eemland,1850.0,8251 VN,102.0,5,Upholstered,,,1984.0,1.0,,,Present (142 m²),,C,,,,No,"Description
Eemland in Dronten – characteristic and spacious single-family home
If you are interested, email ******
This characteristic and spacious single-family home is located in Dronten on the Eemland.
The house has a living area of 102 m2 and is located on a plot with an area of 142 m2. The house was built in 1984 and has an energy label C.
Eemland 12 is located in the De Landslagen neighborhood. This is a child-friendly neighborhood with relatively many families. Furthermore, it is a relatively quiet neighborhood considering the population density.
The house is easily accessible with many amenities nearby. Situated within cycling distance of the center of Dronten, walking distance from a supermarket.
Layout:
The house consists of five rooms, four of which are bedrooms. There is also a bathroom and a separate toilet in the house.
Ground floor:
Past the front door you enter the entrance with a beautiful warm floor that covers the entire ground floor. When you enter the next room from the hall, you will immediately be surprised by the beautiful bright kitchen with a cooking island on your left. The living room is on your right.
The lovely deep tiled garden with grass feels like an extension of the house, and you also have access to a storage room, carport and a back entrance.
First floor:
On this floor there are 3 bedrooms and a modern bright bathroom.
Second floor:
On this floor there is another bedroom of a good size and the adjacent room has the following functions: laundry room / ironing room / technical room.
Particularities:
- Available from 1-11-2024
- Deposit 2 months
- Rental price €1850 per month excluding G/W/E and Internet/TV
- 4 spacious bedrooms
- Sunny garden with a back entrance
123Wonen Flevoland acts as a rental agent for the owner of this living space.
When responding to the property, also keep an eye on your spam email.
If you are interested, email ******",False,142.0,De Landstreken,dronten,280000.0,95.625,4.0,15.0,22,0,0.0,30.98732768216457,False,167.61,30.98732768216457
https://www.pararius.com/house-for-rent/diepenveen/9b9ab4a5/lichtenbergerlaan,1125.0,7431 AK,127.0,3,Furnished,Temporary rental,,1971.0,1.0,"Bath
Shower",Not present,Present,,C,Present,Yes,On private land,No,"Description
Conveniently located house with garden for rent in Diepenveen with 3 bedrooms in the Dorp Diepenveen district.",False,,Dorp Diepenveen,diepenveen,502000.0,119.0625,8.0,2.0,22,4,0.0,51.260942818828866,False,206.32,51.260942818828866
https://www.pararius.com/apartment-for-rent/arnhem/109505a4/catharijnestraat,535.0,6822 CA,23.0,1,Upholstered,Unlimited period,,1896.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
Comfortable apartment for rent in Arnhem in the Klarendal-Zuid district.",False,,Klarendal-Zuid,arnhem,236000.0,21.5625,4.0,-5.0,-15,0,0.0,60.807290677805206,False,27.46,21.90203092367572
https://www.pararius.com/apartment-for-rent/groningen/a604da55/helper-oostsingel,1390.0,9722 AV,50.0,2,Upholstered,Unlimited period,,2024.0,1.0,"Lift
Fibre-optic connection
French balcony
Storage space",Not present,Not present,,A+++,Not present,Yes,Garage,No,"Description
Nice apartment for rent in Groningen with 1 bedroom in the Helpman district.",False,,Helpman,groningen,283000.0,46.875,4.0,-5.0,57,0,0.0,43.71615720524018,False,146.59,43.71615720524018
https://www.pararius.com/apartment-for-rent/gasselternijveen/8a7529e9/hoofdstraat,1250.0,9514 BA,200.0,4,Furnished,,,1917.0,1.0,,,Not present,,G,,,,No,"Description
123Wonen The Rental Agent offers:
Spacious recreational apartment on the first floor of a farmhouse
NOTE.. (You cannot register at the address, living here is recreational)
Located in the beautiful Gasselternijveen you will find this spacious apartment in a former bakery.
You have access to a terrace, Wi-Fi, a view of the garden and free parking.
Layout:
* Cozy living room with a dining area, flat-screen TV with cable channels, game console, Nintendo Wii and a CD player.
* Kitchen equipped with a refrigerator, dishwasher and oven.
* Three bedrooms.
* Bathroom with toilet and washbasin.
Features:
- Located on the first floor.
- Three bedrooms
- 39 kilometers from Groningen and 30 kilometers from Emmen.
- Eelde Airport only 28 kilometers away.
- Flat-screen TV with cable channels, game console, Nintendo Wii and a CD player.
- Free parking.
- Registration at the address is not possible.
- Gas advance € 100.00 per month.
- Deposit € 900,00",False,,Gasselternijveen,gasselternijveen,243000.0,187.5,4.0,0.0,-15,0,1.5,21.305676855895197,False,199.31,21.305676855895197
https://www.pararius.com/room-for-rent/arnhem/ea193b78/st-janskerkstraat,725.0,6822 EM,36.0,1,Upholstered,Unlimited period,,0.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
Comfortable room for rent in Arnhem in the St. Janskerkstraat e.o. district.",False,,St. Janskerkstraat e.o.,arnhem,314000.0,33.75,4.0,-5.0,0,0,0.0,59.08830664725861,False,63.06,30.30664119359534
https://www.pararius.com/house-for-rent/haaksbergen/0d1955c6/bretelerveldweg,1600.0,7482 PD,150.0,5,Upholstered,,,1993.0,1.0,,,Present (900 m²),,A,,,,No,"Description
Immediately available, this part of a farmhouse in the rural area of Haaksbergen. The house is located on an active farm. Garden maintenance is for the tenant.
Layout: utility room, with connections for white goods, hall, toilet with washbasin, office/bedroom, kitchen, basement cupboard, kitchen with refrigerator, induction hob, extractor hood, dishwasher and combi oven, living room, from the hall, fixed staircase to...
Floor: landing, 3 bedrooms, bathroom with bath, toilet, shower and washbasin.
In the garden there is a beautiful canopy, which can be closed in the autumn and winter months, bicycle shed.
Special features:
- Excluding gas, water, electricity, TV, internet and taxes;
- Deposit of 2 months rent;
- Immediately available;
- Rental period in consultation, minimum 24 months.
123Wonen hereby acts as rental agent for the landlord.",False,900.0,Verspreide huizen Bretelerveld,haaksbergen,502000.0,140.625,8.0,15.0,41,0,4.0,48.614264919941775,False,257.24,48.614264919941775
https://www.pararius.com/apartment-for-rent/breda/f9b4b8c3/reigerstraat,1375.0,4811 XB,65.0,2,Upholstered,Unlimited period,,1885.0,1.0,Bath,Not present,Not present,,D,Not present,No,,No,"Description
Beautiful apartment for rent in Breda with 1 bedroom in the City district.",False,,City,breda,308000.0,60.9375,4.0,-5.0,14,0,0.0,41.69197178367484,False,112.1,38.15772568861269
https://www.pararius.com/apartment-for-rent/groningen/bbbfb251/poelestraat,1910.0,9712 KB,89.0,5,Furnished,Temporary rental,,1914.0,1.0,,Not present,Not present,,A,Not present,No,,No,"Description
Located in a fantastic residential area, this luxurious and comfortable furnished city apartment is designed specifically for dynamic individuals who seek to enjoy living comfort and modern city life. Available for 6 months!
We now have this beautifully renovated apartment available on Poelestraat in Groningen. Poelestraat is situated in the historic center of Groningen, surrounded by charming cafes, restaurants, and shops. The Grote Markt, the Martinitoren, and the Groninger Museum are all within walking distance. The central station is easily accessible and offers excellent connections to the rest of the Netherlands.
The apartment is fully furnished and ready to move in. Built in 1914 and completely renovated in 2023, the apartment features 4 bedrooms of 20, 11, 10, and 9 square meters, respectively. Additionally, this apartment also includes a 15 square meter attic. The kitchen is separate from the living room and is equipped with all conveniences and furnishings, so you can move in right away. Cutlery, cookware, towels, and dishes are provided. The living room is situated at the front of the building, overlooking Poelestraat. The apartment features a spacious rooftop terrace with a view of the Forum. This rooftop terrace boasts an impressive 24 square meters
The total rent for this splendid living space is €1,910.00. This includes gas/water/electricity, internet/TV, furnishings, municipal taxes, and service charges. You only need to unpack your suitcases; we'll take care of the rest!
Please note: the property is available for a maximum of 6 months, and unfortunately, extension is not possible! Additionally, the property is not suitable for multiple students and/or groups of friends!
Can you envision yourself living in this unique monumental property? Respond quickly, and you might be invited for a viewing!",False,,Binnenstad-Noord,groningen,289000.0,83.4375,4.0,-5.0,41,0,0.0,33.17987341151072,False,156.62,33.17987341151072
https://www.pararius.com/room-for-rent/den-haag/ec7cf685/abrikozenstraat,995.0,2564 VN,20.0,1,Furnished,Temporary rental,,0.0,1.0,"Cable TV
Internet connection",Not present,Not present,,,Not present,No,,No,"Description
Luxurious Loft ROOM Living for Women at The Apricot in The Hague
Indulge in the epitome of comfort and style with our exclusive offering at The Apricot – a stunning boutique loft apartment designed for the modern woman seeking sophistication and security in the heart of The Hague.
Property Highlights:
- Fully Furnished Room in a Loft Apartment
- 2 Floors of Elegant Living Space
- Prime Location Near City Centre
- Wonderful and Friendly Neighbourhood
Location:
Nestled in a great and friendly neighbourhood, The Apricot is conveniently located close to the city centre, shops around the corner, offering you easy access to all the vibrant amenities The Hague has to offer.
Furnishings:
Your new home comes fully furnished with tasteful and contemporary decor. Enjoy the luxury of a thoughtfully designed living space, including stylish furniture and modern amenities.
Safety and Security:
The Apricot is exclusively for women, ensuring a safe and secure living environment. Peace of mind is paramount, and our boutique loft is equipped with top-notch security features for your comfort.
International Living:
Experience a cosmopolitan atmosphere with our international community. Connect with like-minded women and forge friendships in this welcoming space.
Legalities and Service:
Registration is possible, and we provide an official contract for your peace of mind. Our commitment to exceptional service ensures that you feel at home from the moment you step through the door.
Affordable Luxury:
Renting this delightful room at The Apricot comes at a great price, and all furniture is included. Experience the joy of upscale living without compromising your budget.
Why Choose The Apricot?
- Boutique Loft Apartment Exclusively for Women
- Quiet and Luxurious Atmosphere
- Proximity to City Centre and Essential Amenities
- Official Contracts and Registration Available
- Great Price Inclusive of All Furniture
- Exceptional Customer Service
Don't miss the chance to elevate your living experience. Contact us today to schedule a viewing and secure your spot at The Apricot. Your luxurious lifestyle awaits!",False,,Vruchtenbuurt,den haag,441000.0,18.75,4.0,-5.0,0,0,0.0,126.2882096069869,False,65.28,47.532609170305676
https://www.pararius.com/house-for-rent/made/46d5ac7c/kerkdijk,2950.0,4921 XC,240.0,5,Upholstered,Unlimited period,,2005.0,1.0,Bath,Not present,Present,,,Not present,Yes,Public,No,"Description
Delightful house with garden for rent in Made with 4 bedrooms in the Vierendelen district.",False,,Vierendelen,made,385000.0,225.0,4.0,2.0,41,0,0.0,33.00509461426492,False,305.01,33.00509461426492
https://www.pararius.com/room-for-rent/zwolle/79cb3af6/prinses-julianastraat,600.0,8019 AX,30.0,1,,,,0.0,1.0,,Not present,Not present,,,Not present,No,,No,"Description
BEAUTIFUL SPACIOUS ROOM WITH SLEEPING LOFT AND OWN KITCHEN
INTEREST?
You can leave a comment via the Maxx website by clicking 'Yes I am interested'. We are unable to process your response by phone. After scheduling viewings with the current occupant, candidates who have responded to the property will be invited in chronological order. So respond as soon as possible!
AVAILABILITY & RENTAL PERIOD
The minimum rental period is 12 months. The lease is automatically renewed for an indefinite period. You can terminate the tenancy in observance of 1 calendar month. The availability date of the accommodation is mentioned at the top of the web page.
RENT AND DEPOSIT
The rent shown does not include an advance payment for service costs. This is 165 euro per month for gas, water, electricity and municipal taxes. The deposit is equal to one month's rent including service costs. The deposit will be returned when the accommodation is returned to the landlord in at least the same condition.
RENTAL AGREEMENT
This accommodation does not meet the requirements for rent allowance.
CANDIDATE
For this property we are looking for a student candidate. Guarantor status is a plus.
ABOUT THE HOUSE
The room is located in a beautiful characteristic building which consists of a first floor, second floor, second floor and third floor. The room is located on the first floor at the rear of the property, adjacent to the shared garden.
The room is 30m2 and has a unique appearance. You sleep on a spacious loft. There are beautiful sliding doors to create a separation between the living room and the dining area. In total, the building has 15 rooms.
You share the bathrooms, toilets and garden with the other co-residents.",False,,Veerallee,zwolle,559000.0,28.125,4.0,-5.0,0,0,0.0,119.36826783114992,False,75.47,48.34277838427948
https://www.pararius.com/house-for-rent/amsterdam/58b68bad/bongart,4750.0,1082 BB,196.0,6,Upholstered,Unlimited period,,1960.0,2.0,"Bath
Shower
Toilet",Present,Present (40 m²),,C,Not present,No,,No,"Description
PLEASE NOTE: for an additional amount this property can also be rented fully furnished.
Unfurnished five bedroom family home, located in Amsterdam Buitenveldert, with terrace and garden
This lovely and modern family home comes unfurnished and is available for a minimum of 12 months. It is divided over three floors and has five good sized bedrooms, two bathrooms, a terrace and a front and back garden.
Located in Buitenveldert, there is public transportation, supermarkets, restaurants and many other amenities nearby. Everything you need is within walking distance, including the Amsterdamse Bos and the Zuidas.
Layout:
Entrance via elevator into the hall of the apartment with access to all rooms.
- Open and bright living room
- Fully equipped kitchen
- Five spacious bedrooms
- One bathroom with bathtub, walk-in shower and double wash basin
- One bathroom with walk-in shower, wash basin and toilet
- Two separate toilets
- Terrace on the second floor
- Front and back garden
Features:
- Unfurnished
- Five Bedrooms
- Terrace
- Front and back garden
- Total living space 180 SQM
Location:
Amsterdam Buitenveldert
Public transportation:
Tram 5, 6 and 25
Bus 463, 612 and N84
High way connections to:
A10
Tenancy agreements subject to owner’s consent
Measurements not conform NEN 2580
For more information about this property or about our portfolio in general, please call our office or visit our website. Our team of specialists will be glad to be of service.",False,40.0,Buitenveldert-West,amsterdam,543000.0,183.75,11.0,15.0,22,0,0.0,49.097852241333214,False,280.85,49.097852241333214
https://www.pararius.com/apartment-for-rent/dordrecht/5995d3e6/singel,1600.0,3311 HH,83.0,3,Upholstered,Unlimited period,,2024.0,1.0,"Shower
Toilet",Not present,Not present,,A,Not present,No,,No,"Description
Lovely apartment for rent in Dordrecht with 2 bedrooms in the Geldelozepad en omgeving district.",False,,Geldelozepad en omgeving,dordrecht,234000.0,77.8125,8.0,-5.0,41,0,0.0,28.31125374861893,False,150.12,28.31125374861893
